bacteria,drug,potency_when_no_r
shigella_spp.,minocycline,0.85
shigella_spp.,tigecycline,0.7
shigella_spp.,vancomycin,0
shigella_spp.,teicoplanin,0
shigella_spp.,dalbavancin,0
shigella_spp.,linezolid,0
shigella_spp.,tedizolid,0
shigella_spp.,daptomycin,0.1
shigella_spp.,quinu_dalfo,0
shigella_spp.,trim_sulf,0.9
shigella_spp.,chloramphenicol,0.85
shigella_spp.,nitrofurantoin,0.1
shigella_spp.,fosfomycin,0.1
shigella_spp.,retapamulin,0
shigella_spp.,fusidic_a,0
shigella_spp.,metronidazole,0
shigella_spp.,fidaxomicin,0.1
shigella_spp.,furazolidone,0.1
shigella_spp.,rifampicin,0.7
shigella_spp.,amoxicillin_clavulanate,0.8
shigella_spp.,piperacillin_tazobactam,0.85
shigella_spp.,ampicillin_sulbactam,0.8
shigella_spp.,ticarcillin_clavulanate,0.85
shigella_spp.,ceftazidime_avibactam,0.9
shigella_spp.,meropenem_vaborbactam,0.9
shigella_spp.,colistin,0.7
shigella_spp.,flucloxacillin,0.01
shigella_spp.,aztreonam_avibactam,0.9
shigella_spp.,cefixime,0.75
shigella_spp.,nalidixic_acid,0.7
neisseria_gonorrhoeae,sulfanilamide,0.7
neisseria_gonorrhoeae,penicillin_g,0.9
neisseria_gonorrhoeae,ampicillin,0.85
neisseria_gonorrhoeae,amoxicillin,0.85
neisseria_gonorrhoeae,piperacillin,0.8
neisseria_gonorrhoeae,ticarcillin,0.8
neisseria_gonorrhoeae,cephalexin,0.7
neisseria_gonorrhoeae,cefazolin,0.75
neisseria_gonorrhoeae,cefuroxime,0.85
neisseria_gonorrhoeae,ceftriaxone,0.95
neisseria_gonorrhoeae,ceftazidime,0.9
neisseria_gonorrhoeae,cefepime,0.9
neisseria_gonorrhoeae,ceftaroline,0.1
neisseria_gonorrhoeae,ceftolozane_tazobactam,0.8
neisseria_gonorrhoeae,cefiderocol,0.8
neisseria_gonorrhoeae,meropenem,0.9
neisseria_gonorrhoeae,imipenem_c,0.9
neisseria_gonorrhoeae,ertapenem,0.9
neisseria_gonorrhoeae,aztreonam,0.9
neisseria_gonorrhoeae,erythromycin,0.7
neisseria_gonorrhoeae,azithromycin,0.7
neisseria_gonorrhoeae,clarithromycin,0.7
neisseria_gonorrhoeae,clindamycin,0
neisseria_gonorrhoeae,gentamicin,0.7
neisseria_gonorrhoeae,tobramycin,0.7
neisseria_gonorrhoeae,amikacin,0.7
neisseria_gonorrhoeae,ciprofloxacin,0.9
neisseria_gonorrhoeae,levofloxacin,0.85
neisseria_gonorrhoeae,moxifloxacin,0.8
neisseria_gonorrhoeae,ofloxacin,0.85
neisseria_gonorrhoeae,tetracycline,0.8
neisseria_gonorrhoeae,doxycycline,0.9
neisseria_gonorrhoeae,minocycline,0.85
neisseria_gonorrhoeae,tigecycline,0.1
neisseria_gonorrhoeae,vancomycin,0
neisseria_gonorrhoeae,teicoplanin,0
neisseria_gonorrhoeae,dalbavancin,0
neisseria_gonorrhoeae,linezolid,0
neisseria_gonorrhoeae,tedizolid,0
neisseria_gonorrhoeae,daptomycin,0.1
neisseria_gonorrhoeae,quinu_dalfo,0
neisseria_gonorrhoeae,trim_sulf,0.75
neisseria_gonorrhoeae,chloramphenicol,0.8
neisseria_gonorrhoeae,nitrofurantoin,0.1
neisseria_gonorrhoeae,fosfomycin,0.1
neisseria_gonorrhoeae,retapamulin,0
neisseria_gonorrhoeae,fusidic_a,0
neisseria_gonorrhoeae,metronidazole,0
neisseria_gonorrhoeae,fidaxomicin,0.1
neisseria_gonorrhoeae,furazolidone,0.1
neisseria_gonorrhoeae,rifampicin,0.7
neisseria_gonorrhoeae,amoxicillin_clavulanate,0.85
neisseria_gonorrhoeae,piperacillin_tazobactam,0.85
neisseria_gonorrhoeae,ampicillin_sulbactam,0.8
neisseria_gonorrhoeae,ticarcillin_clavulanate,0.8
neisseria_gonorrhoeae,ceftazidime_avibactam,0.9
neisseria_gonorrhoeae,meropenem_vaborbactam,0.9
neisseria_gonorrhoeae,colistin,0.05
neisseria_gonorrhoeae,flucloxacillin,0.01
neisseria_gonorrhoeae,aztreonam_avibactam,0.8
neisseria_gonorrhoeae,cefixime,0.55
neisseria_gonorrhoeae,nalidixic_acid,0.5
streptococcus_pyogenes,sulfanilamide,0.1
streptococcus_pyogenes,penicillin_g,0.95
streptococcus_pyogenes,ampicillin,0.95
streptococcus_pyogenes,amoxicillin,0.95
streptococcus_pyogenes,piperacillin,0.9
streptococcus_pyogenes,ticarcillin,0.9
streptococcus_pyogenes,cephalexin,0.9
streptococcus_pyogenes,cefazolin,0.9
streptococcus_pyogenes,cefuroxime,0.95
streptococcus_pyogenes,ceftriaxone,0.95
streptococcus_pyogenes,ceftazidime,0.25
streptococcus_pyogenes,cefepime,0.8
streptococcus_pyogenes,ceftaroline,0.95
streptococcus_pyogenes,ceftolozane_tazobactam,0.75
streptococcus_pyogenes,cefiderocol,0.75
streptococcus_pyogenes,meropenem,0.95
streptococcus_pyogenes,imipenem_c,0.95
streptococcus_pyogenes,ertapenem,0.95
streptococcus_pyogenes,aztreonam,0
streptococcus_pyogenes,erythromycin,0.9
streptococcus_pyogenes,azithromycin,0.9
streptococcus_pyogenes,clarithromycin,0.9
streptococcus_pyogenes,clindamycin,0.85
streptococcus_pyogenes,gentamicin,0.1
streptococcus_pyogenes,tobramycin,0.1
streptococcus_pyogenes,amikacin,0.1
streptococcus_pyogenes,ciprofloxacin,0.8
streptococcus_pyogenes,levofloxacin,0.9
streptococcus_pyogenes,moxifloxacin,0.9
streptococcus_pyogenes,ofloxacin,0.85
streptococcus_pyogenes,tetracycline,0.8
streptococcus_pyogenes,doxycycline,0.85
streptococcus_pyogenes,minocycline,0.85
streptococcus_pyogenes,tigecycline,0.5
streptococcus_pyogenes,vancomycin,0.95
streptococcus_pyogenes,teicoplanin,0.9
streptococcus_pyogenes,dalbavancin,0.9
streptococcus_pyogenes,linezolid,0.9
streptococcus_pyogenes,tedizolid,0.9
streptococcus_pyogenes,daptomycin,0.85
streptococcus_pyogenes,quinu_dalfo,0.85
streptococcus_pyogenes,trim_sulf,0.7
streptococcus_pyogenes,chloramphenicol,0.8
streptococcus_pyogenes,nitrofurantoin,0.1
streptococcus_pyogenes,fosfomycin,0.3
streptococcus_pyogenes,retapamulin,0.1
streptococcus_pyogenes,fusidic_a,0.1
streptococcus_pyogenes,metronidazole,0.1
streptococcus_pyogenes,fidaxomicin,0.1
streptococcus_pyogenes,furazolidone,0.1
streptococcus_pyogenes,rifampicin,0.8
streptococcus_pyogenes,amoxicillin_clavulanate,0.95
streptococcus_pyogenes,piperacillin_tazobactam,0.9
streptococcus_pyogenes,ampicillin_sulbactam,0.95
streptococcus_pyogenes,ticarcillin_clavulanate,0.9
streptococcus_pyogenes,ceftazidime_avibactam,0.95
streptococcus_pyogenes,meropenem_vaborbactam,0.95
streptococcus_pyogenes,colistin,0
streptococcus_pyogenes,flucloxacillin,0.8
streptococcus_pyogenes,aztreonam_avibactam,0.01
streptococcus_pyogenes,cefixime,0.75
streptococcus_pyogenes,nalidixic_acid,0
streptococcus_agalactiae,sulfanilamide,0.1
streptococcus_agalactiae,penicillin_g,0.95
streptococcus_agalactiae,ampicillin,0.95
streptococcus_agalactiae,amoxicillin,0.95
streptococcus_agalactiae,piperacillin,0.9
streptococcus_agalactiae,ticarcillin,0.9
streptococcus_agalactiae,cephalexin,0.9
streptococcus_agalactiae,cefazolin,0.9
streptococcus_agalactiae,cefuroxime,0.95
streptococcus_agalactiae,ceftriaxone,0.95
streptococcus_agalactiae,ceftazidime,0.25
streptococcus_agalactiae,cefepime,0.8
streptococcus_agalactiae,ceftaroline,0.95
streptococcus_agalactiae,ceftolozane_tazobactam,0.75
streptococcus_agalactiae,cefiderocol,0.75
streptococcus_agalactiae,meropenem,0.95
streptococcus_agalactiae,imipenem_c,0.95
streptococcus_agalactiae,ertapenem,0.95
streptococcus_agalactiae,aztreonam,0
streptococcus_agalactiae,erythromycin,0.8
streptococcus_agalactiae,azithromycin,0.85
streptococcus_agalactiae,clarithromycin,0.85
streptococcus_agalactiae,clindamycin,0.8
streptococcus_agalactiae,gentamicin,0.1
streptococcus_agalactiae,tobramycin,0.1
streptococcus_agalactiae,amikacin,0.1
streptococcus_agalactiae,ciprofloxacin,0.8
streptococcus_agalactiae,levofloxacin,0.9
streptococcus_agalactiae,moxifloxacin,0.9
streptococcus_agalactiae,ofloxacin,0.85
streptococcus_agalactiae,tetracycline,0.8
streptococcus_agalactiae,doxycycline,0.85
streptococcus_agalactiae,minocycline,0.85
streptococcus_agalactiae,tigecycline,0.5
streptococcus_agalactiae,vancomycin,0.95
streptococcus_agalactiae,teicoplanin,0.9
streptococcus_agalactiae,dalbavancin,0.9
streptococcus_agalactiae,linezolid,0.9
streptococcus_agalactiae,tedizolid,0.9
streptococcus_agalactiae,daptomycin,0.85
streptococcus_agalactiae,quinu_dalfo,0.85
streptococcus_agalactiae,trim_sulf,0.7
streptococcus_agalactiae,chloramphenicol,0.8
streptococcus_agalactiae,nitrofurantoin,0.1
streptococcus_agalactiae,fosfomycin,0.3
streptococcus_agalactiae,retapamulin,0.1
streptococcus_agalactiae,fusidic_a,0.1
streptococcus_agalactiae,metronidazole,0.1
streptococcus_agalactiae,fidaxomicin,0.1
streptococcus_agalactiae,furazolidone,0.1
streptococcus_agalactiae,rifampicin,0.8
streptococcus_agalactiae,amoxicillin_clavulanate,0.95
streptococcus_agalactiae,piperacillin_tazobactam,0.9
streptococcus_agalactiae,ampicillin_sulbactam,0.95
streptococcus_agalactiae,ticarcillin_clavulanate,0.9
streptococcus_agalactiae,ceftazidime_avibactam,0.95
streptococcus_agalactiae,meropenem_vaborbactam,0.95
streptococcus_agalactiae,colistin,0
streptococcus_agalactiae,flucloxacillin,0.8
streptococcus_agalactiae,aztreonam_avibactam,0.01
streptococcus_agalactiae,cefixime,0.75
streptococcus_agalactiae,nalidixic_acid,0
haemophilus_influenzae,sulfanilamide,0.1
haemophilus_influenzae,penicillin_g,0.4
haemophilus_influenzae,ampicillin,0.8
haemophilus_influenzae,amoxicillin,0.9
haemophilus_influenzae,piperacillin,0.85
haemophilus_influenzae,ticarcillin,0.8
haemophilus_influenzae,cephalexin,0.7
haemophilus_influenzae,cefazolin,0.75
haemophilus_influenzae,cefuroxime,0.85
haemophilus_influenzae,ceftriaxone,0.95
haemophilus_influenzae,ceftazidime,0.9
haemophilus_influenzae,cefepime,0.9
haemophilus_influenzae,ceftaroline,0.3
haemophilus_influenzae,ceftolozane_tazobactam,0.8
haemophilus_influenzae,cefiderocol,0.8
haemophilus_influenzae,meropenem,0.95
haemophilus_influenzae,imipenem_c,0.95
haemophilus_influenzae,ertapenem,0.95
haemophilus_influenzae,aztreonam,0.9
haemophilus_influenzae,erythromycin,0.7
haemophilus_influenzae,azithromycin,0.9
haemophilus_influenzae,clarithromycin,0.85
haemophilus_influenzae,clindamycin,0
haemophilus_influenzae,gentamicin,0.7
haemophilus_influenzae,tobramycin,0.7
haemophilus_influenzae,amikacin,0.7
haemophilus_influenzae,ciprofloxacin,0.9
haemophilus_influenzae,levofloxacin,0.85
haemophilus_influenzae,moxifloxacin,0.8
haemophilus_influenzae,ofloxacin,0.85
haemophilus_influenzae,tetracycline,0.85
haemophilus_influenzae,doxycycline,0.85
haemophilus_influenzae,minocycline,0.85
haemophilus_influenzae,tigecycline,0.5
haemophilus_influenzae,vancomycin,0
haemophilus_influenzae,teicoplanin,0
haemophilus_influenzae,dalbavancin,0
haemophilus_influenzae,linezolid,0
haemophilus_influenzae,tedizolid,0
haemophilus_influenzae,daptomycin,0.1
haemophilus_influenzae,quinu_dalfo,0
haemophilus_influenzae,trim_sulf,0.85
haemophilus_influenzae,chloramphenicol,0.8
haemophilus_influenzae,nitrofurantoin,0.1
haemophilus_influenzae,fosfomycin,0.1
haemophilus_influenzae,retapamulin,0
haemophilus_influenzae,fusidic_a,0
haemophilus_influenzae,metronidazole,0
haemophilus_influenzae,fidaxomicin,0.1
haemophilus_influenzae,furazolidone,0.1
haemophilus_influenzae,rifampicin,0.7
haemophilus_influenzae,amoxicillin_clavulanate,0.9
haemophilus_influenzae,piperacillin_tazobactam,0.85
haemophilus_influenzae,ampicillin_sulbactam,0.9
haemophilus_influenzae,ticarcillin_clavulanate,0.8
haemophilus_influenzae,ceftazidime_avibactam,0.95
haemophilus_influenzae,meropenem_vaborbactam,0.95
haemophilus_influenzae,colistin,0.05
haemophilus_influenzae,flucloxacillin,0.01
haemophilus_influenzae,aztreonam_avibactam,0.8
haemophilus_influenzae,cefixime,0.8
haemophilus_influenzae,nalidixic_acid,0.3
chlamydia_trachomatis,sulfanilamide,0.1
chlamydia_trachomatis,penicillin_g,0
chlamydia_trachomatis,ampicillin,0
chlamydia_trachomatis,amoxicillin,0
chlamydia_trachomatis,piperacillin,0
chlamydia_trachomatis,ticarcillin,0
chlamydia_trachomatis,cephalexin,0
chlamydia_trachomatis,cefazolin,0
chlamydia_trachomatis,cefuroxime,0
chlamydia_trachomatis,ceftriaxone,0
chlamydia_trachomatis,ceftazidime,0
chlamydia_trachomatis,cefepime,0
chlamydia_trachomatis,ceftaroline,0
chlamydia_trachomatis,ceftolozane_tazobactam,0.01
chlamydia_trachomatis,cefiderocol,0.01
chlamydia_trachomatis,meropenem,0
chlamydia_trachomatis,imipenem_c,0
chlamydia_trachomatis,ertapenem,0
chlamydia_trachomatis,aztreonam,0
chlamydia_trachomatis,erythromycin,0.8
chlamydia_trachomatis,azithromycin,0.95
chlamydia_trachomatis,clarithromycin,0.9
chlamydia_trachomatis,clindamycin,0.25
chlamydia_trachomatis,gentamicin,0.1
chlamydia_trachomatis,tobramycin,0.1
chlamydia_trachomatis,amikacin,0.1
chlamydia_trachomatis,ciprofloxacin,0.65
chlamydia_trachomatis,levofloxacin,0.7
chlamydia_trachomatis,moxifloxacin,0.85
chlamydia_trachomatis,ofloxacin,0.8
chlamydia_trachomatis,tetracycline,0.95
chlamydia_trachomatis,doxycycline,0.95
chlamydia_trachomatis,minocycline,0.9
chlamydia_trachomatis,tigecycline,0.85
chlamydia_trachomatis,vancomycin,0.1
chlamydia_trachomatis,teicoplanin,0.1
chlamydia_trachomatis,dalbavancin,0.1
chlamydia_trachomatis,linezolid,0.1
chlamydia_trachomatis,tedizolid,0.1
chlamydia_trachomatis,daptomycin,0.1
chlamydia_trachomatis,quinu_dalfo,0.1
chlamydia_trachomatis,trim_sulf,0.1
chlamydia_trachomatis,chloramphenicol,0.8
chlamydia_trachomatis,nitrofurantoin,0.1
chlamydia_trachomatis,fosfomycin,0.1
chlamydia_trachomatis,retapamulin,0.1
chlamydia_trachomatis,fusidic_a,0.1
chlamydia_trachomatis,metronidazole,0.1
chlamydia_trachomatis,fidaxomicin,0.1
chlamydia_trachomatis,furazolidone,0.1
chlamydia_trachomatis,rifampicin,0.1
chlamydia_trachomatis,amoxicillin_clavulanate,0
chlamydia_trachomatis,piperacillin_tazobactam,0
chlamydia_trachomatis,ampicillin_sulbactam,0
chlamydia_trachomatis,ticarcillin_clavulanate,0
chlamydia_trachomatis,ceftazidime_avibactam,0
chlamydia_trachomatis,meropenem_vaborbactam,0
chlamydia_trachomatis,colistin,0.1
chlamydia_trachomatis,flucloxacillin,0.01
chlamydia_trachomatis,aztreonam_avibactam,0.01
chlamydia_trachomatis,cefixime,0.01
chlamydia_trachomatis,nalidixic_acid,0
mycoplasma_genitalium,sulfanilamide,0.05
mycoplasma_genitalium,penicillin_g,0
mycoplasma_genitalium,ampicillin,0
mycoplasma_genitalium,amoxicillin,0
mycoplasma_genitalium,piperacillin,0
mycoplasma_genitalium,ticarcillin,0
mycoplasma_genitalium,cephalexin,0
mycoplasma_genitalium,cefazolin,0
mycoplasma_genitalium,cefuroxime,0
mycoplasma_genitalium,ceftriaxone,0
mycoplasma_genitalium,ceftazidime,0
mycoplasma_genitalium,cefepime,0
mycoplasma_genitalium,ceftaroline,0
mycoplasma_genitalium,ceftolozane_tazobactam,0.01
mycoplasma_genitalium,cefiderocol,0.01
mycoplasma_genitalium,meropenem,0
mycoplasma_genitalium,imipenem_c,0
mycoplasma_genitalium,ertapenem,0
mycoplasma_genitalium,aztreonam,0
mycoplasma_genitalium,erythromycin,0.8
mycoplasma_genitalium,azithromycin,0.9
mycoplasma_genitalium,clarithromycin,0.9
mycoplasma_genitalium,clindamycin,0.2
mycoplasma_genitalium,gentamicin,0.05
mycoplasma_genitalium,tobramycin,0.05
mycoplasma_genitalium,amikacin,0.05
mycoplasma_genitalium,ciprofloxacin,0.55
mycoplasma_genitalium,levofloxacin,0.35
mycoplasma_genitalium,moxifloxacin,0.85
mycoplasma_genitalium,ofloxacin,0.45
mycoplasma_genitalium,tetracycline,0.4
mycoplasma_genitalium,doxycycline,0.6
mycoplasma_genitalium,minocycline,0.7
mycoplasma_genitalium,tigecycline,0.85
mycoplasma_genitalium,vancomycin,0.05
mycoplasma_genitalium,teicoplanin,0.05
mycoplasma_genitalium,dalbavancin,0.05
mycoplasma_genitalium,linezolid,0.05
mycoplasma_genitalium,tedizolid,0.05
mycoplasma_genitalium,daptomycin,0.1
mycoplasma_genitalium,quinu_dalfo,0.05
mycoplasma_genitalium,trim_sulf,0.05
mycoplasma_genitalium,chloramphenicol,0.2
mycoplasma_genitalium,nitrofurantoin,0.05
mycoplasma_genitalium,fosfomycin,0.1
mycoplasma_genitalium,retapamulin,0.05
mycoplasma_genitalium,fusidic_a,0.05
mycoplasma_genitalium,metronidazole,0.05
mycoplasma_genitalium,fidaxomicin,0.1
mycoplasma_genitalium,furazolidone,0.05
mycoplasma_genitalium,rifampicin,0.1
mycoplasma_genitalium,amoxicillin_clavulanate,0
mycoplasma_genitalium,piperacillin_tazobactam,0
mycoplasma_genitalium,ampicillin_sulbactam,0
mycoplasma_genitalium,ticarcillin_clavulanate,0
mycoplasma_genitalium,ceftazidime_avibactam,0
mycoplasma_genitalium,meropenem_vaborbactam,0
mycoplasma_genitalium,colistin,0.05
mycoplasma_genitalium,flucloxacillin,0.01
mycoplasma_genitalium,aztreonam_avibactam,0.01
mycoplasma_genitalium,cefixime,0.01
mycoplasma_genitalium,nalidixic_acid,0
vibrio_cholerae,sulfanilamide,0.5
vibrio_cholerae,penicillin_g,0.3
vibrio_cholerae,ampicillin,0.8
vibrio_cholerae,amoxicillin,0.8
vibrio_cholerae,piperacillin,0.85
vibrio_cholerae,ticarcillin,0.8
vibrio_cholerae,cephalexin,0.7
vibrio_cholerae,cefazolin,0.75
vibrio_cholerae,cefuroxime,0.8
vibrio_cholerae,ceftriaxone,0.9
vibrio_cholerae,ceftazidime,0.85
vibrio_cholerae,cefepime,0.85
vibrio_cholerae,ceftaroline,0.1
vibrio_cholerae,ceftolozane_tazobactam,0.75
vibrio_cholerae,cefiderocol,0.75
vibrio_cholerae,meropenem,0.9
vibrio_cholerae,imipenem_c,0.9
vibrio_cholerae,ertapenem,0.9
vibrio_cholerae,aztreonam,0.8
vibrio_cholerae,erythromycin,0.7
vibrio_cholerae,azithromycin,0.8
vibrio_cholerae,clarithromycin,0.75
vibrio_cholerae,clindamycin,0.1
vibrio_cholerae,gentamicin,0.85
vibrio_cholerae,tobramycin,0.8
vibrio_cholerae,amikacin,0.85
vibrio_cholerae,ciprofloxacin,0.9
vibrio_cholerae,levofloxacin,0.85
vibrio_cholerae,moxifloxacin,0.75
vibrio_cholerae,ofloxacin,0.85
vibrio_cholerae,tetracycline,0.95
vibrio_cholerae,doxycycline,0.95
vibrio_cholerae,minocycline,0.9
vibrio_cholerae,tigecycline,0.7
vibrio_cholerae,vancomycin,0.1
vibrio_cholerae,teicoplanin,0.1
vibrio_cholerae,dalbavancin,0.1
vibrio_cholerae,linezolid,0.1
vibrio_cholerae,tedizolid,0.1
vibrio_cholerae,daptomycin,0.1
vibrio_cholerae,quinu_dalfo,0.1
vibrio_cholerae,trim_sulf,0.8
vibrio_cholerae,chloramphenicol,0.8
vibrio_cholerae,nitrofurantoin,0.1
vibrio_cholerae,fosfomycin,0.1
vibrio_cholerae,retapamulin,0.05
vibrio_cholerae,fusidic_a,0.05
vibrio_cholerae,metronidazole,0.05
vibrio_cholerae,fidaxomicin,0.1
vibrio_cholerae,furazolidone,0.1
vibrio_cholerae,rifampicin,0.7
vibrio_cholerae,amoxicillin_clavulanate,0.85
vibrio_cholerae,piperacillin_tazobactam,0.9
vibrio_cholerae,ampicillin_sulbactam,0.85
vibrio_cholerae,ticarcillin_clavulanate,0.85
vibrio_cholerae,ceftazidime_avibactam,0.9
vibrio_cholerae,meropenem_vaborbactam,0.9
vibrio_cholerae,colistin,0.7
vibrio_cholerae,flucloxacillin,0.01
vibrio_cholerae,aztreonam_avibactam,0.9
vibrio_cholerae,cefixime,0.75
vibrio_cholerae,nalidixic_acid,0.55
neisseria_meningitidis,sulfanilamide,0.1
neisseria_meningitidis,penicillin_g,0.95
neisseria_meningitidis,ampicillin,0.9
neisseria_meningitidis,amoxicillin,0.9
neisseria_meningitidis,piperacillin,0.85
neisseria_meningitidis,ticarcillin,0.8
neisseria_meningitidis,cephalexin,0.8
neisseria_meningitidis,cefazolin,0.85
neisseria_meningitidis,cefuroxime,0.9
neisseria_meningitidis,ceftriaxone,0.95
neisseria_meningitidis,ceftazidime,0.9
neisseria_meningitidis,cefepime,0.9
neisseria_meningitidis,ceftaroline,0.1
neisseria_meningitidis,ceftolozane_tazobactam,0.8
neisseria_meningitidis,cefiderocol,0.8
neisseria_meningitidis,meropenem,0.95
neisseria_meningitidis,imipenem_c,0.95
neisseria_meningitidis,ertapenem,0.95
neisseria_meningitidis,aztreonam,0.9
neisseria_meningitidis,erythromycin,0.7
neisseria_meningitidis,azithromycin,0.8
neisseria_meningitidis,clarithromycin,0.75
neisseria_meningitidis,clindamycin,0.1
neisseria_meningitidis,gentamicin,0.7
neisseria_meningitidis,tobramycin,0.7
neisseria_meningitidis,amikacin,0.7
neisseria_meningitidis,ciprofloxacin,0.9
neisseria_meningitidis,levofloxacin,0.85
neisseria_meningitidis,moxifloxacin,0.8
neisseria_meningitidis,ofloxacin,0.85
neisseria_meningitidis,tetracycline,0.8
neisseria_meningitidis,doxycycline,0.8
neisseria_meningitidis,minocycline,0.85
neisseria_meningitidis,tigecycline,0.1
neisseria_meningitidis,vancomycin,0.1
neisseria_meningitidis,teicoplanin,0.1
neisseria_meningitidis,dalbavancin,0.1
neisseria_meningitidis,linezolid,0.1
neisseria_meningitidis,tedizolid,0.1
neisseria_meningitidis,daptomycin,0.1
neisseria_meningitidis,quinu_dalfo,0.1
neisseria_meningitidis,trim_sulf,0.7
neisseria_meningitidis,chloramphenicol,0.85
neisseria_meningitidis,nitrofurantoin,0.1
neisseria_meningitidis,fosfomycin,0.1
neisseria_meningitidis,retapamulin,0.05
neisseria_meningitidis,fusidic_a,0.05
neisseria_meningitidis,metronidazole,0.05
neisseria_meningitidis,fidaxomicin,0.1
neisseria_meningitidis,furazolidone,0.1
neisseria_meningitidis,rifampicin,0.85
neisseria_meningitidis,amoxicillin_clavulanate,0.9
neisseria_meningitidis,piperacillin_tazobactam,0.85
neisseria_meningitidis,ampicillin_sulbactam,0.9
neisseria_meningitidis,ticarcillin_clavulanate,0.85
neisseria_meningitidis,ceftazidime_avibactam,0.95
neisseria_meningitidis,meropenem_vaborbactam,0.95
neisseria_meningitidis,colistin,0.05
neisseria_meningitidis,flucloxacillin,0.01
neisseria_meningitidis,aztreonam_avibactam,0.8
neisseria_meningitidis,cefixime,0.8
neisseria_meningitidis,nalidixic_acid,0
listeria_monocytogenes,sulfanilamide,0.1
listeria_monocytogenes,penicillin_g,0.7
listeria_monocytogenes,ampicillin,0.95
listeria_monocytogenes,amoxicillin,0.95
listeria_monocytogenes,piperacillin,0.7
listeria_monocytogenes,ticarcillin,0.6
listeria_monocytogenes,cephalexin,0.1
listeria_monocytogenes,cefazolin,0.1
listeria_monocytogenes,cefuroxime,0.1
listeria_monocytogenes,ceftriaxone,0.1
listeria_monocytogenes,ceftazidime,0.1
listeria_monocytogenes,cefepime,0.1
listeria_monocytogenes,ceftaroline,0.1
listeria_monocytogenes,ceftolozane_tazobactam,0.05
listeria_monocytogenes,cefiderocol,0.05
listeria_monocytogenes,meropenem,0.7
listeria_monocytogenes,imipenem_c,0.7
listeria_monocytogenes,ertapenem,0.7
listeria_monocytogenes,aztreonam,0.1
listeria_monocytogenes,erythromycin,0.8
listeria_monocytogenes,azithromycin,0.85
listeria_monocytogenes,clarithromycin,0.8
listeria_monocytogenes,clindamycin,0.1
listeria_monocytogenes,gentamicin,0.1
listeria_monocytogenes,tobramycin,0.1
listeria_monocytogenes,amikacin,0.1
listeria_monocytogenes,ciprofloxacin,0.8
listeria_monocytogenes,levofloxacin,0.85
listeria_monocytogenes,moxifloxacin,0.8
listeria_monocytogenes,ofloxacin,0.8
listeria_monocytogenes,tetracycline,0.8
listeria_monocytogenes,doxycycline,0.85
listeria_monocytogenes,minocycline,0.85
listeria_monocytogenes,tigecycline,0.1
listeria_monocytogenes,vancomycin,0.1
listeria_monocytogenes,teicoplanin,0.1
listeria_monocytogenes,dalbavancin,0.1
listeria_monocytogenes,linezolid,0.1
listeria_monocytogenes,tedizolid,0.1
listeria_monocytogenes,daptomycin,0.1
listeria_monocytogenes,quinu_dalfo,0.1
listeria_monocytogenes,trim_sulf,0.9
listeria_monocytogenes,chloramphenicol,0.85
listeria_monocytogenes,nitrofurantoin,0.1
listeria_monocytogenes,fosfomycin,0.1
listeria_monocytogenes,retapamulin,0.1
listeria_monocytogenes,fusidic_a,0.1
listeria_monocytogenes,metronidazole,0.1
listeria_monocytogenes,fidaxomicin,0.1
listeria_monocytogenes,furazolidone,0.1
listeria_monocytogenes,rifampicin,0.8
listeria_monocytogenes,amoxicillin_clavulanate,0.7
listeria_monocytogenes,piperacillin_tazobactam,0.95
listeria_monocytogenes,ampicillin_sulbactam,0.6
listeria_monocytogenes,ticarcillin_clavulanate,0.1
listeria_monocytogenes,ceftazidime_avibactam,0.7
listeria_monocytogenes,meropenem_vaborbactam,0.05
listeria_monocytogenes,colistin,0.1
listeria_monocytogenes,flucloxacillin,0.05
listeria_monocytogenes,aztreonam_avibactam,0.01
listeria_monocytogenes,cefixime,0.05
listeria_monocytogenes,nalidixic_acid,0
clostridioides_difficile,sulfanilamide,0.1
clostridioides_difficile,penicillin_g,0.1
clostridioides_difficile,ampicillin,0.1
clostridioides_difficile,amoxicillin,0.1
clostridioides_difficile,piperacillin,0.1
clostridioides_difficile,ticarcillin,0.1
clostridioides_difficile,cephalexin,0.1
clostridioides_difficile,cefazolin,0.1
clostridioides_difficile,cefuroxime,0.1
clostridioides_difficile,ceftriaxone,0.1
clostridioides_difficile,ceftazidime,0.1
clostridioides_difficile,cefepime,0.1
clostridioides_difficile,ceftaroline,0.1
clostridioides_difficile,ceftolozane_tazobactam,0.05
clostridioides_difficile,cefiderocol,0.05
clostridioides_difficile,meropenem,0.1
clostridioides_difficile,imipenem_c,0.1
clostridioides_difficile,ertapenem,0.1
clostridioides_difficile,aztreonam,0.1
clostridioides_difficile,erythromycin,0.1
clostridioides_difficile,azithromycin,0.1
clostridioides_difficile,clarithromycin,0.1
clostridioides_difficile,clindamycin,0.1
clostridioides_difficile,gentamicin,0.1
clostridioides_difficile,tobramycin,0.1
clostridioides_difficile,amikacin,0.1
clostridioides_difficile,ciprofloxacin,0.1
clostridioides_difficile,levofloxacin,0.1
clostridioides_difficile,moxifloxacin,0.1
clostridioides_difficile,ofloxacin,0.1
clostridioides_difficile,tetracycline,0.2
clostridioides_difficile,doxycycline,0.2
clostridioides_difficile,minocycline,0.2
clostridioides_difficile,tigecycline,0.1
clostridioides_difficile,vancomycin,0.95
