bacteria,setting,region,year,incidence_per_1000_days,p5,p95,source_quality,notes
clostridioides_difficile,ward,africa,2020,3.74,2.25,5.61,cdc_nhsn_ecdc_hainet,hai_surveillance_2020
clostridioides_difficile,icu,south_america,2020,5.35,3.21,8.02,cdc_nhsn_ecdc_hainet,hai_surveillance_2020
clostridioides_difficile,ward,south_america,2020,3.33,2.0,4.99,cdc_nhsn_ecdc_hainet,hai_surveillance_2020
clostridioides_difficile,icu,oceania,2020,4.01,2.41,6.01,cdc_nhsn_ecdc_hainet,hai_surveillance_2020
clostridioides_difficile,ward,oceania,2020,2.49,1.5,3.74,cdc_nhsn_ecdc_hainet,hai_surveillance_2020
clostridioides_difficile,icu,north_america,2021,4.41,2.65,6.62,cdc_nhsn_ecdc_hainet,hai_surveillance_2021
clostridioides_difficile,ward,north_america,2021,2.74,1.65,4.12,cdc_nhsn_ecdc_hainet,hai_surveillance_2021
clostridioides_difficile,icu,europe,2021,3.75,2.25,5.62,cdc_nhsn_ecdc_hainet,hai_surveillance_2021
clostridioides_difficile,ward,europe,2021,2.33,1.4,3.5,cdc_nhsn_ecdc_hainet,hai_surveillance_2021
clostridioides_difficile,icu,asia,2021,5.07,3.04,7.61,cdc_nhsn_ecdc_hainet,hai_surveillance_2021
clostridioides_difficile,ward,asia,2021,3.16,1.89,4.73,cdc_nhsn_ecdc_hainet,hai_surveillance_2021
clostridioides_difficile,icu,africa,2021,5.95,3.57,8.93,cdc_nhsn_ecdc_hainet,hai_surveillance_2021
clostridioides_difficile,ward,africa,2021,3.7,2.22,5.56,cdc_nhsn_ecdc_hainet,hai_surveillance_2021
clostridioides_difficile,icu,south_america,2021,5.29,3.18,7.94,cdc_nhsn_ecdc_hainet,hai_surveillance_2021
clostridioides_difficile,ward,south_america,2021,3.29,1.98,4.94,cdc_nhsn_ecdc_hainet,hai_surveillance_2021
clostridioides_difficile,icu,oceania,2021,3.97,2.38,5.95,cdc_nhsn_ecdc_hainet,hai_surveillance_2021
clostridioides_difficile,ward,oceania,2021,2.47,1.48,3.7,cdc_nhsn_ecdc_hainet,hai_surveillance_2021
clostridioides_difficile,icu,north_america,2022,4.37,2.62,6.55,cdc_nhsn_ecdc_hainet,hai_surveillance_2022
clostridioides_difficile,ward,north_america,2022,2.72,1.63,4.07,cdc_nhsn_ecdc_hainet,hai_surveillance_2022
clostridioides_difficile,icu,europe,2022,3.71,2.23,5.57,cdc_nhsn_ecdc_hainet,hai_surveillance_2022
clostridioides_difficile,ward,europe,2022,2.31,1.39,3.46,cdc_nhsn_ecdc_hainet,hai_surveillance_2022
clostridioides_difficile,icu,asia,2022,5.02,3.01,7.53,cdc_nhsn_ecdc_hainet,hai_surveillance_2022
clostridioides_difficile,ward,asia,2022,3.12,1.87,4.69,cdc_nhsn_ecdc_hainet,hai_surveillance_2022
clostridioides_difficile,icu,africa,2022,5.89,3.54,8.84,cdc_nhsn_ecdc_hainet,hai_surveillance_2022
clostridioides_difficile,ward,africa,2022,3.67,2.2,5.5,cdc_nhsn_ecdc_hainet,hai_surveillance_2022
clostridioides_difficile,icu,south_america,2022,5.24,3.14,7.86,cdc_nhsn_ecdc_hainet,hai_surveillance_2022
clostridioides_difficile,ward,south_america,2022,3.26,1.96,4.89,cdc_nhsn_ecdc_hainet,hai_surveillance_2022
clostridioides_difficile,icu,oceania,2022,3.93,2.36,5.89,cdc_nhsn_ecdc_hainet,hai_surveillance_2022
clostridioides_difficile,ward,oceania,2022,2.44,1.47,3.67,cdc_nhsn_ecdc_hainet,hai_surveillance_2022
clostridioides_difficile,icu,north_america,2023,4.32,2.59,6.48,cdc_nhsn_ecdc_hainet,hai_surveillance_2023
clostridioides_difficile,ward,north_america,2023,2.69,1.61,4.03,cdc_nhsn_ecdc_hainet,hai_surveillance_2023
clostridioides_difficile,icu,europe,2023,3.67,2.2,5.51,cdc_nhsn_ecdc_hainet,hai_surveillance_2023
clostridioides_difficile,ward,europe,2023,2.28,1.37,3.43,cdc_nhsn_ecdc_hainet,hai_surveillance_2023
clostridioides_difficile,icu,asia,2023,4.97,2.98,7.45,cdc_nhsn_ecdc_hainet,hai_surveillance_2023
clostridioides_difficile,ward,asia,2023,3.09,1.85,4.64,cdc_nhsn_ecdc_hainet,hai_surveillance_2023
clostridioides_difficile,icu,africa,2023,5.83,3.5,8.75,cdc_nhsn_ecdc_hainet,hai_surveillance_2023
clostridioides_difficile,ward,africa,2023,3.63,2.18,5.44,cdc_nhsn_ecdc_hainet,hai_surveillance_2023
clostridioides_difficile,icu,south_america,2023,5.18,3.11,7.78,cdc_nhsn_ecdc_hainet,hai_surveillance_2023
clostridioides_difficile,ward,south_america,2023,3.23,1.94,4.84,cdc_nhsn_ecdc_hainet,hai_surveillance_2023
clostridioides_difficile,icu,oceania,2023,3.89,2.33,5.83,cdc_nhsn_ecdc_hainet,hai_surveillance_2023
clostridioides_difficile,ward,oceania,2023,2.42,1.45,3.63,cdc_nhsn_ecdc_hainet,hai_surveillance_2023
clostridioides_difficile,icu,north_america,2024,4.27,2.56,6.41,cdc_nhsn_ecdc_hainet,hai_surveillance_2024
clostridioides_difficile,ward,north_america,2024,2.66,1.6,3.99,cdc_nhsn_ecdc_hainet,hai_surveillance_2024
clostridioides_difficile,icu,europe,2024,3.63,2.18,5.45,cdc_nhsn_ecdc_hainet,hai_surveillance_2024
clostridioides_difficile,ward,europe,2024,2.26,1.36,3.39,cdc_nhsn_ecdc_hainet,hai_surveillance_2024
clostridioides_difficile,icu,asia,2024,4.92,2.95,7.37,cdc_nhsn_ecdc_hainet,hai_surveillance_2024
clostridioides_difficile,ward,asia,2024,3.06,1.84,4.59,cdc_nhsn_ecdc_hainet,hai_surveillance_2024
clostridioides_difficile,icu,africa,2024,5.77,3.46,8.66,cdc_nhsn_ecdc_hainet,hai_surveillance_2024
clostridioides_difficile,ward,africa,2024,3.59,2.15,5.39,cdc_nhsn_ecdc_hainet,hai_surveillance_2024
clostridioides_difficile,icu,south_america,2024,5.13,3.08,7.69,cdc_nhsn_ecdc_hainet,hai_surveillance_2024
clostridioides_difficile,ward,south_america,2024,3.19,1.92,4.79,cdc_nhsn_ecdc_hainet,hai_surveillance_2024
clostridioides_difficile,icu,oceania,2024,3.85,2.31,5.77,cdc_nhsn_ecdc_hainet,hai_surveillance_2024
clostridioides_difficile,ward,oceania,2024,2.39,1.44,3.59,cdc_nhsn_ecdc_hainet,hai_surveillance_2024
