bacteria,drug,region,year,failure_rate,p5,p95,source_quality,notes
cefepime,e_coli,north_america,2019,0.1275,0.08925,0.1785,clinical_trial_rwe,clinical_surveillance_2019
cefepime,e_coli,europe,2019,0.135,0.0945,0.189,clinical_trial_rwe,clinical_surveillance_2019
cefepime,e_coli,asia,2019,0.1725,0.12074999999999998,0.24149999999999996,clinical_trial_rwe,clinical_surveillance_2019
cefepime,e_coli,africa,2019,0.1875,0.13124999999999998,0.26249999999999996,clinical_trial_rwe,clinical_surveillance_2019
cefepime,e_coli,south_america,2019,0.165,0.11549999999999999,0.23099999999999998,clinical_trial_rwe,clinical_surveillance_2019
cefepime,e_coli,oceania,2019,0.132,0.0924,0.1848,clinical_trial_rwe,clinical_surveillance_2019
cefepime,e_coli,north_america,2020,0.131325,0.0919275,0.183855,clinical_trial_rwe,clinical_surveillance_2020
cefepime,e_coli,europe,2020,0.13905,0.097335,0.19467,clinical_trial_rwe,clinical_surveillance_2020
cefepime,e_coli,asia,2020,0.177675,0.1243725,0.248745,clinical_trial_rwe,clinical_surveillance_2020
cefepime,e_coli,africa,2020,0.193125,0.1351875,0.270375,clinical_trial_rwe,clinical_surveillance_2020
cefepime,e_coli,south_america,2020,0.16995000000000002,0.118965,0.23793,clinical_trial_rwe,clinical_surveillance_2020
cefepime,e_coli,oceania,2020,0.13596,0.09517199999999999,0.19034399999999999,clinical_trial_rwe,clinical_surveillance_2020
cefepime,e_coli,north_america,2021,0.13515000000000002,0.09460500000000001,0.18921000000000002,clinical_trial_rwe,clinical_surveillance_2021
cefepime,e_coli,europe,2021,0.1431,0.10017,0.20034,clinical_trial_rwe,clinical_surveillance_2021
cefepime,e_coli,asia,2021,0.18284999999999998,0.12799499999999997,0.25598999999999994,clinical_trial_rwe,clinical_surveillance_2021
cefepime,e_coli,africa,2021,0.19875,0.139125,0.27825,clinical_trial_rwe,clinical_surveillance_2021
cefepime,e_coli,south_america,2021,0.17490000000000003,0.12243000000000001,0.24486000000000002,clinical_trial_rwe,clinical_surveillance_2021
cefepime,e_coli,oceania,2021,0.13992000000000002,0.097944,0.195888,clinical_trial_rwe,clinical_surveillance_2021
cefepime,e_coli,north_america,2022,0.13897500000000002,0.09728250000000001,0.19456500000000002,clinical_trial_rwe,clinical_surveillance_2022
cefepime,e_coli,europe,2022,0.14715000000000003,0.10300500000000001,0.20601000000000003,clinical_trial_rwe,clinical_surveillance_2022
cefepime,e_coli,asia,2022,0.188025,0.1316175,0.263235,clinical_trial_rwe,clinical_surveillance_2022
cefepime,e_coli,africa,2022,0.20437500000000003,0.1430625,0.286125,clinical_trial_rwe,clinical_surveillance_2022
cefepime,e_coli,south_america,2022,0.17985,0.125895,0.25179,clinical_trial_rwe,clinical_surveillance_2022
cefepime,e_coli,oceania,2022,0.14388,0.100716,0.201432,clinical_trial_rwe,clinical_surveillance_2022
cefepime,e_coli,north_america,2023,0.1428,0.09996000000000001,0.19992000000000001,clinical_trial_rwe,clinical_surveillance_2023
cefepime,e_coli,europe,2023,0.15120000000000003,0.10584000000000002,0.21168000000000003,clinical_trial_rwe,clinical_surveillance_2023
cefepime,e_coli,asia,2023,0.1932,0.13524,0.27048,clinical_trial_rwe,clinical_surveillance_2023
cefepime,e_coli,africa,2023,0.21000000000000002,0.147,0.294,clinical_trial_rwe,clinical_surveillance_2023
cefepime,e_coli,south_america,2023,0.18480000000000002,0.12936,0.25872,clinical_trial_rwe,clinical_surveillance_2023
cefepime,e_coli,oceania,2023,0.14784000000000003,0.10348800000000001,0.20697600000000002,clinical_trial_rwe,clinical_surveillance_2023
cefepime,e_coli,north_america,2024,0.14662499999999998,0.10263749999999998,0.20527499999999996,clinical_trial_rwe,clinical_surveillance_2024
cefepime,e_coli,europe,2024,0.15525,0.108675,0.21735,clinical_trial_rwe,clinical_surveillance_2024
cefepime,e_coli,asia,2024,0.19837499999999997,0.13886249999999997,0.27772499999999994,clinical_trial_rwe,clinical_surveillance_2024
cefepime,e_coli,africa,2024,0.21562499999999998,0.15093749999999997,0.30187499999999995,clinical_trial_rwe,clinical_surveillance_2024
cefepime,e_coli,south_america,2024,0.18975,0.132825,0.26565,clinical_trial_rwe,clinical_surveillance_2024
cefepime,e_coli,oceania,2024,0.1518,0.10626,0.21252,clinical_trial_rwe,clinical_surveillance_2024
meropenem,k_pneumoniae,north_america,2019,0.1275,0.08925,0.1785,clinical_trial_rwe,clinical_surveillance_2019
meropenem,k_pneumoniae,europe,2019,0.135,0.0945,0.189,clinical_trial_rwe,clinical_surveillance_2019
meropenem,k_pneumoniae,asia,2019,0.1725,0.12074999999999998,0.24149999999999996,clinical_trial_rwe,clinical_surveillance_2019
meropenem,k_pneumoniae,africa,2019,0.1875,0.13124999999999998,0.26249999999999996,clinical_trial_rwe,clinical_surveillance_2019
meropenem,k_pneumoniae,south_america,2019,0.165,0.11549999999999999,0.23099999999999998,clinical_trial_rwe,clinical_surveillance_2019
meropenem,k_pneumoniae,oceania,2019,0.132,0.0924,0.1848,clinical_trial_rwe,clinical_surveillance_2019
meropenem,k_pneumoniae,north_america,2020,0.131325,0.0919275,0.183855,clinical_trial_rwe,clinical_surveillance_2020
meropenem,k_pneumoniae,europe,2020,0.13905,0.097335,0.19467,clinical_trial_rwe,clinical_surveillance_2020
meropenem,k_pneumoniae,asia,2020,0.177675,0.1243725,0.248745,clinical_trial_rwe,clinical_surveillance_2020
meropenem,k_pneumoniae,africa,2020,0.193125,0.1351875,0.270375,clinical_trial_rwe,clinical_surveillance_2020
meropenem,k_pneumoniae,south_america,2020,0.16995000000000002,0.118965,0.23793,clinical_trial_rwe,clinical_surveillance_2020
meropenem,k_pneumoniae,oceania,2020,0.13596,0.09517199999999999,0.19034399999999999,clinical_trial_rwe,clinical_surveillance_2020
meropenem,k_pneumoniae,north_america,2021,0.13515000000000002,0.09460500000000001,0.18921000000000002,clinical_trial_rwe,clinical_surveillance_2021
meropenem,k_pneumoniae,europe,2021,0.1431,0.10017,0.20034,clinical_trial_rwe,clinical_surveillance_2021
meropenem,k_pneumoniae,asia,2021,0.18284999999999998,0.12799499999999997,0.25598999999999994,clinical_trial_rwe,clinical_surveillance_2021
meropenem,k_pneumoniae,africa,2021,0.19875,0.139125,0.27825,clinical_trial_rwe,clinical_surveillance_2021
meropenem,k_pneumoniae,south_america,2021,0.17490000000000003,0.12243000000000001,0.24486000000000002,clinical_trial_rwe,clinical_surveillance_2021
meropenem,k_pneumoniae,oceania,2021,0.13992000000000002,0.097944,0.195888,clinical_trial_rwe,clinical_surveillance_2021
meropenem,k_pneumoniae,north_america,2022,0.13897500000000002,0.09728250000000001,0.19456500000000002,clinical_trial_rwe,clinical_surveillance_2022
meropenem,k_pneumoniae,europe,2022,0.14715000000000003,0.10300500000000001,0.20601000000000003,clinical_trial_rwe,clinical_surveillance_2022
meropenem,k_pneumoniae,asia,2022,0.188025,0.1316175,0.263235,clinical_trial_rwe,clinical_surveillance_2022
meropenem,k_pneumoniae,africa,2022,0.20437500000000003,0.1430625,0.286125,clinical_trial_rwe,clinical_surveillance_2022
meropenem,k_pneumoniae,south_america,2022,0.17985,0.125895,0.25179,clinical_trial_rwe,clinical_surveillance_2022
meropenem,k_pneumoniae,oceania,2022,0.14388,0.100716,0.201432,clinical_trial_rwe,clinical_surveillance_2022
meropenem,k_pneumoniae,north_america,2023,0.1428,0.09996000000000001,0.19992000000000001,clinical_trial_rwe,clinical_surveillance_2023
meropenem,k_pneumoniae,europe,2023,0.15120000000000003,0.10584000000000002,0.21168000000000003,clinical_trial_rwe,clinical_surveillance_2023
meropenem,k_pneumoniae,asia,2023,0.1932,0.13524,0.27048,clinical_trial_rwe,clinical_surveillance_2023
meropenem,k_pneumoniae,africa,2023,0.21000000000000002,0.147,0.294,clinical_trial_rwe,clinical_surveillance_2023
meropenem,k_pneumoniae,south_america,2023,0.18480000000000002,0.12936,0.25872,clinical_trial_rwe,clinical_surveillance_2023
meropenem,k_pneumoniae,oceania,2023,0.14784000000000003,0.10348800000000001,0.20697600000000002,clinical_trial_rwe,clinical_surveillance_2023
meropenem,k_pneumoniae,north_america,2024,0.14662499999999998,0.10263749999999998,0.20527499999999996,clinical_trial_rwe,clinical_surveillance_2024
meropenem,k_pneumoniae,europe,2024,0.15525,0.108675,0.21735,clinical_trial_rwe,clinical_surveillance_2024
meropenem,k_pneumoniae,asia,2024,0.19837499999999997,0.13886249999999997,0.27772499999999994,clinical_trial_rwe,clinical_surveillance_2024
meropenem,k_pneumoniae,africa,2024,0.21562499999999998,0.15093749999999997,0.30187499999999995,clinical_trial_rwe,clinical_surveillance_2024
meropenem,k_pneumoniae,south_america,2024,0.18975,0.132825,0.26565,clinical_trial_rwe,clinical_surveillance_2024
meropenem,k_pneumoniae,oceania,2024,0.1518,0.10626,0.21252,clinical_trial_rwe,clinical_surveillance_2024
meropenem,p_aeruginosa,north_america,2019,0.2125,0.14875,0.2975,clinical_trial_rwe,clinical_surveillance_2019
meropenem,p_aeruginosa,europe,2019,0.225,0.1575,0.315,clinical_trial_rwe,clinical_surveillance_2019
meropenem,p_aeruginosa,asia,2019,0.2875,0.20124999999999998,0.40249999999999997,clinical_trial_rwe,clinical_surveillance_2019
meropenem,p_aeruginosa,africa,2019,0.3125,0.21875,0.4375,clinical_trial_rwe,clinical_surveillance_2019
meropenem,p_aeruginosa,south_america,2019,0.275,0.1925,0.385,clinical_trial_rwe,clinical_surveillance_2019
meropenem,p_aeruginosa,oceania,2019,0.22,0.154,0.308,clinical_trial_rwe,clinical_surveillance_2019
meropenem,p_aeruginosa,north_america,2020,0.218875,0.15321249999999997,0.30642499999999995,clinical_trial_rwe,clinical_surveillance_2020
meropenem,p_aeruginosa,europe,2020,0.23175,0.162225,0.32445,clinical_trial_rwe,clinical_surveillance_2020
meropenem,p_aeruginosa,asia,2020,0.29612499999999997,0.20728749999999996,0.4145749999999999,clinical_trial_rwe,clinical_surveillance_2020
meropenem,p_aeruginosa,africa,2020,0.321875,0.2253125,0.450625,clinical_trial_rwe,clinical_surveillance_2020
meropenem,p_aeruginosa,south_america,2020,0.28325000000000006,0.19827500000000003,0.39655000000000007,clinical_trial_rwe,clinical_surveillance_2020
meropenem,p_aeruginosa,oceania,2020,0.2266,0.15861999999999998,0.31723999999999997,clinical_trial_rwe,clinical_surveillance_2020
meropenem,p_aeruginosa,north_america,2021,0.22525,0.15767499999999998,0.31534999999999996,clinical_trial_rwe,clinical_surveillance_2021
meropenem,p_aeruginosa,europe,2021,0.23850000000000002,0.16695000000000002,0.33390000000000003,clinical_trial_rwe,clinical_surveillance_2021
meropenem,p_aeruginosa,asia,2021,0.30474999999999997,0.21332499999999996,0.4266499999999999,clinical_trial_rwe,clinical_surveillance_2021
meropenem,p_aeruginosa,africa,2021,0.33125000000000004,0.23187500000000003,0.46375000000000005,clinical_trial_rwe,clinical_surveillance_2021
meropenem,p_aeruginosa,south_america,2021,0.29150000000000004,0.20405,0.4081,clinical_trial_rwe,clinical_surveillance_2021
meropenem,p_aeruginosa,oceania,2021,0.23320000000000002,0.16324,0.32648,clinical_trial_rwe,clinical_surveillance_2021
meropenem,p_aeruginosa,north_america,2022,0.231625,0.1621375,0.324275,clinical_trial_rwe,clinical_surveillance_2022
meropenem,p_aeruginosa,europe,2022,0.24525000000000002,0.171675,0.34335,clinical_trial_rwe,clinical_surveillance_2022
meropenem,p_aeruginosa,asia,2022,0.313375,0.2193625,0.438725,clinical_trial_rwe,clinical_surveillance_2022
meropenem,p_aeruginosa,africa,2022,0.340625,0.2384375,0.476875,clinical_trial_rwe,clinical_surveillance_2022
meropenem,p_aeruginosa,south_america,2022,0.29975000000000007,0.20982500000000004,0.4196500000000001,clinical_trial_rwe,clinical_surveillance_2022
meropenem,p_aeruginosa,oceania,2022,0.2398,0.16786,0.33572,clinical_trial_rwe,clinical_surveillance_2022
meropenem,p_aeruginosa,north_america,2023,0.23800000000000002,0.1666,0.3332,clinical_trial_rwe,clinical_surveillance_2023
meropenem,p_aeruginosa,europe,2023,0.25200000000000006,0.17640000000000003,0.35280000000000006,clinical_trial_rwe,clinical_surveillance_2023
meropenem,p_aeruginosa,asia,2023,0.322,0.2254,0.4508,clinical_trial_rwe,clinical_surveillance_2023
meropenem,p_aeruginosa,africa,2023,0.35000000000000003,0.245,0.49,clinical_trial_rwe,clinical_surveillance_2023
meropenem,p_aeruginosa,south_america,2023,0.30800000000000005,0.2156,0.4312,clinical_trial_rwe,clinical_surveillance_2023
meropenem,p_aeruginosa,oceania,2023,0.24640000000000004,0.17248000000000002,0.34496000000000004,clinical_trial_rwe,clinical_surveillance_2023
meropenem,p_aeruginosa,north_america,2024,0.24437499999999998,0.17106249999999998,0.34212499999999996,clinical_trial_rwe,clinical_surveillance_2024
meropenem,p_aeruginosa,europe,2024,0.25875,0.18112499999999998,0.36224999999999996,clinical_trial_rwe,clinical_surveillance_2024
meropenem,p_aeruginosa,asia,2024,0.33062499999999995,0.23143749999999993,0.46287499999999987,clinical_trial_rwe,clinical_surveillance_2024
meropenem,p_aeruginosa,africa,2024,0.359375,0.25156249999999997,0.5031249999999999,clinical_trial_rwe,clinical_surveillance_2024
meropenem,p_aeruginosa,south_america,2024,0.31625,0.22137499999999996,0.4427499999999999,clinical_trial_rwe,clinical_surveillance_2024
meropenem,p_aeruginosa,oceania,2024,0.253,0.17709999999999998,0.35419999999999996,clinical_trial_rwe,clinical_surveillance_2024
meropenem,a_baumannii,north_america,2019,0.3825,0.26775,0.5355,clinical_trial_rwe,clinical_surveillance_2019
meropenem,a_baumannii,europe,2019,0.405,0.2835,0.567,clinical_trial_rwe,clinical_surveillance_2019
meropenem,a_baumannii,asia,2019,0.5175,0.36224999999999996,0.7244999999999999,clinical_trial_rwe,clinical_surveillance_2019
meropenem,a_baumannii,africa,2019,0.5625,0.39375,0.7875,clinical_trial_rwe,clinical_surveillance_2019
meropenem,a_baumannii,south_america,2019,0.49500000000000005,0.34650000000000003,0.6930000000000001,clinical_trial_rwe,clinical_surveillance_2019
meropenem,a_baumannii,oceania,2019,0.396,0.2772,0.5544,clinical_trial_rwe,clinical_surveillance_2019
meropenem,a_baumannii,north_america,2020,0.393975,0.2757825,0.551565,clinical_trial_rwe,clinical_surveillance_2020
meropenem,a_baumannii,europe,2020,0.41715,0.292005,0.58401,clinical_trial_rwe,clinical_surveillance_2020
meropenem,a_baumannii,asia,2020,0.533025,0.37311749999999994,0.7462349999999999,clinical_trial_rwe,clinical_surveillance_2020
meropenem,a_baumannii,africa,2020,0.579375,0.40556249999999994,0.8111249999999999,clinical_trial_rwe,clinical_surveillance_2020
meropenem,a_baumannii,south_america,2020,0.50985,0.356895,0.71379,clinical_trial_rwe,clinical_surveillance_2020
meropenem,a_baumannii,oceania,2020,0.40788,0.285516,0.571032,clinical_trial_rwe,clinical_surveillance_2020
meropenem,a_baumannii,north_america,2021,0.40545000000000003,0.283815,0.56763,clinical_trial_rwe,clinical_surveillance_2021
meropenem,a_baumannii,europe,2021,0.42930000000000007,0.30051000000000005,0.6010200000000001,clinical_trial_rwe,clinical_surveillance_2021
meropenem,a_baumannii,asia,2021,0.54855,0.38398499999999997,0.7679699999999999,clinical_trial_rwe,clinical_surveillance_2021
meropenem,a_baumannii,africa,2021,0.5962500000000001,0.417375,0.83475,clinical_trial_rwe,clinical_surveillance_2021
meropenem,a_baumannii,south_america,2021,0.5247,0.36729,0.73458,clinical_trial_rwe,clinical_surveillance_2021
meropenem,a_baumannii,oceania,2021,0.41976,0.293832,0.587664,clinical_trial_rwe,clinical_surveillance_2021
meropenem,a_baumannii,north_america,2022,0.41692500000000005,0.29184750000000004,0.5836950000000001,clinical_trial_rwe,clinical_surveillance_2022
meropenem,a_baumannii,europe,2022,0.44145000000000006,0.30901500000000004,0.6180300000000001,clinical_trial_rwe,clinical_surveillance_2022
meropenem,a_baumannii,asia,2022,0.564075,0.3948525,0.789705,clinical_trial_rwe,clinical_surveillance_2022
meropenem,a_baumannii,africa,2022,0.613125,0.4291875,0.858375,clinical_trial_rwe,clinical_surveillance_2022
meropenem,a_baumannii,south_america,2022,0.5395500000000001,0.37768500000000005,0.7553700000000001,clinical_trial_rwe,clinical_surveillance_2022
meropenem,a_baumannii,oceania,2022,0.4316400000000001,0.302148,0.604296,clinical_trial_rwe,clinical_surveillance_2022
meropenem,a_baumannii,north_america,2023,0.42840000000000006,0.29988000000000004,0.5997600000000001,clinical_trial_rwe,clinical_surveillance_2023
meropenem,a_baumannii,europe,2023,0.45360000000000006,0.31752,0.63504,clinical_trial_rwe,clinical_surveillance_2023
meropenem,a_baumannii,asia,2023,0.5796,0.40571999999999997,0.8114399999999999,clinical_trial_rwe,clinical_surveillance_2023
meropenem,a_baumannii,africa,2023,0.6300000000000001,0.44100000000000006,0.8820000000000001,clinical_trial_rwe,clinical_surveillance_2023
meropenem,a_baumannii,south_america,2023,0.5544000000000001,0.38808000000000004,0.7761600000000001,clinical_trial_rwe,clinical_surveillance_2023
meropenem,a_baumannii,oceania,2023,0.4435200000000001,0.310464,0.620928,clinical_trial_rwe,clinical_surveillance_2023
meropenem,a_baumannii,north_america,2024,0.43987499999999996,0.3079125,0.615825,clinical_trial_rwe,clinical_surveillance_2024
meropenem,a_baumannii,europe,2024,0.46575,0.32602499999999995,0.6520499999999999,clinical_trial_rwe,clinical_surveillance_2024
meropenem,a_baumannii,asia,2024,0.5951249999999999,0.4165874999999999,0.8331749999999998,clinical_trial_rwe,clinical_surveillance_2024
meropenem,a_baumannii,africa,2024,0.646875,0.45281249999999995,0.9056249999999999,clinical_trial_rwe,clinical_surveillance_2024
meropenem,a_baumannii,south_america,2024,0.56925,0.398475,0.79695,clinical_trial_rwe,clinical_surveillance_2024
meropenem,a_baumannii,oceania,2024,0.45539999999999997,0.31877999999999995,0.6375599999999999,clinical_trial_rwe,clinical_surveillance_2024
imipenem,k_pneumoniae,north_america,2019,0.153,0.10709999999999999,0.21419999999999997,clinical_trial_rwe,clinical_surveillance_2019
imipenem,k_pneumoniae,europe,2019,0.162,0.1134,0.2268,clinical_trial_rwe,clinical_surveillance_2019
imipenem,k_pneumoniae,asia,2019,0.207,0.14489999999999997,0.28979999999999995,clinical_trial_rwe,clinical_surveillance_2019
imipenem,k_pneumoniae,africa,2019,0.22499999999999998,0.15749999999999997,0.31499999999999995,clinical_trial_rwe,clinical_surveillance_2019
imipenem,k_pneumoniae,south_america,2019,0.198,0.1386,0.2772,clinical_trial_rwe,clinical_surveillance_2019
imipenem,k_pneumoniae,oceania,2019,0.15839999999999999,0.11087999999999998,0.22175999999999996,clinical_trial_rwe,clinical_surveillance_2019
imipenem,k_pneumoniae,north_america,2020,0.15759,0.110313,0.220626,clinical_trial_rwe,clinical_surveillance_2020
imipenem,k_pneumoniae,europe,2020,0.16686,0.116802,0.233604,clinical_trial_rwe,clinical_surveillance_2020
imipenem,k_pneumoniae,asia,2020,0.21320999999999998,0.149247,0.298494,clinical_trial_rwe,clinical_surveillance_2020
imipenem,k_pneumoniae,africa,2020,0.23174999999999998,0.16222499999999998,0.32444999999999996,clinical_trial_rwe,clinical_surveillance_2020
imipenem,k_pneumoniae,south_america,2020,0.20394,0.142758,0.285516,clinical_trial_rwe,clinical_surveillance_2020
imipenem,k_pneumoniae,oceania,2020,0.163152,0.11420639999999999,0.22841279999999997,clinical_trial_rwe,clinical_surveillance_2020
imipenem,k_pneumoniae,north_america,2021,0.16218000000000002,0.113526,0.227052,clinical_trial_rwe,clinical_surveillance_2021
imipenem,k_pneumoniae,europe,2021,0.17172,0.120204,0.240408,clinical_trial_rwe,clinical_surveillance_2021
imipenem,k_pneumoniae,asia,2021,0.21942,0.15359399999999998,0.30718799999999996,clinical_trial_rwe,clinical_surveillance_2021
imipenem,k_pneumoniae,africa,2021,0.2385,0.16695,0.3339,clinical_trial_rwe,clinical_surveillance_2021
imipenem,k_pneumoniae,south_america,2021,0.20988,0.146916,0.293832,clinical_trial_rwe,clinical_surveillance_2021
imipenem,k_pneumoniae,oceania,2021,0.167904,0.11753279999999999,0.23506559999999999,clinical_trial_rwe,clinical_surveillance_2021
imipenem,k_pneumoniae,north_america,2022,0.16677,0.116739,0.233478,clinical_trial_rwe,clinical_surveillance_2022
imipenem,k_pneumoniae,europe,2022,0.17658000000000001,0.12360600000000001,0.24721200000000002,clinical_trial_rwe,clinical_surveillance_2022
imipenem,k_pneumoniae,asia,2022,0.22563,0.157941,0.315882,clinical_trial_rwe,clinical_surveillance_2022
imipenem,k_pneumoniae,africa,2022,0.24525,0.171675,0.34335,clinical_trial_rwe,clinical_surveillance_2022
imipenem,k_pneumoniae,south_america,2022,0.21582000000000004,0.151074,0.302148,clinical_trial_rwe,clinical_surveillance_2022
imipenem,k_pneumoniae,oceania,2022,0.172656,0.1208592,0.2417184,clinical_trial_rwe,clinical_surveillance_2022
imipenem,k_pneumoniae,north_america,2023,0.17136,0.119952,0.239904,clinical_trial_rwe,clinical_surveillance_2023
imipenem,k_pneumoniae,europe,2023,0.18144000000000002,0.127008,0.254016,clinical_trial_rwe,clinical_surveillance_2023
imipenem,k_pneumoniae,asia,2023,0.23184000000000002,0.16228800000000002,0.32457600000000003,clinical_trial_rwe,clinical_surveillance_2023
imipenem,k_pneumoniae,africa,2023,0.252,0.1764,0.3528,clinical_trial_rwe,clinical_surveillance_2023
imipenem,k_pneumoniae,south_america,2023,0.22176000000000004,0.155232,0.310464,clinical_trial_rwe,clinical_surveillance_2023
imipenem,k_pneumoniae,oceania,2023,0.177408,0.1241856,0.2483712,clinical_trial_rwe,clinical_surveillance_2023
imipenem,k_pneumoniae,north_america,2024,0.17595,0.12316499999999998,0.24632999999999997,clinical_trial_rwe,clinical_surveillance_2024
imipenem,k_pneumoniae,europe,2024,0.1863,0.13041,0.26082,clinical_trial_rwe,clinical_surveillance_2024
imipenem,k_pneumoniae,asia,2024,0.23804999999999996,0.16663499999999995,0.3332699999999999,clinical_trial_rwe,clinical_surveillance_2024
imipenem,k_pneumoniae,africa,2024,0.25875,0.18112499999999998,0.36224999999999996,clinical_trial_rwe,clinical_surveillance_2024
imipenem,k_pneumoniae,south_america,2024,0.22769999999999999,0.15938999999999998,0.31877999999999995,clinical_trial_rwe,clinical_surveillance_2024
imipenem,k_pneumoniae,oceania,2024,0.18215999999999996,0.12751199999999996,0.2550239999999999,clinical_trial_rwe,clinical_surveillance_2024
imipenem,p_aeruginosa,north_america,2019,0.255,0.1785,0.357,clinical_trial_rwe,clinical_surveillance_2019
imipenem,p_aeruginosa,europe,2019,0.27,0.189,0.378,clinical_trial_rwe,clinical_surveillance_2019
imipenem,p_aeruginosa,asia,2019,0.345,0.24149999999999996,0.48299999999999993,clinical_trial_rwe,clinical_surveillance_2019
imipenem,p_aeruginosa,africa,2019,0.375,0.26249999999999996,0.5249999999999999,clinical_trial_rwe,clinical_surveillance_2019
imipenem,p_aeruginosa,south_america,2019,0.33,0.23099999999999998,0.46199999999999997,clinical_trial_rwe,clinical_surveillance_2019
imipenem,p_aeruginosa,oceania,2019,0.264,0.1848,0.3696,clinical_trial_rwe,clinical_surveillance_2019
imipenem,p_aeruginosa,north_america,2020,0.26265,0.183855,0.36771,clinical_trial_rwe,clinical_surveillance_2020
imipenem,p_aeruginosa,europe,2020,0.2781,0.19467,0.38934,clinical_trial_rwe,clinical_surveillance_2020
imipenem,p_aeruginosa,asia,2020,0.35535,0.248745,0.49749,clinical_trial_rwe,clinical_surveillance_2020
imipenem,p_aeruginosa,africa,2020,0.38625,0.270375,0.54075,clinical_trial_rwe,clinical_surveillance_2020
imipenem,p_aeruginosa,south_america,2020,0.33990000000000004,0.23793,0.47586,clinical_trial_rwe,clinical_surveillance_2020
imipenem,p_aeruginosa,oceania,2020,0.27192,0.19034399999999999,0.38068799999999997,clinical_trial_rwe,clinical_surveillance_2020
imipenem,p_aeruginosa,north_america,2021,0.27030000000000004,0.18921000000000002,0.37842000000000003,clinical_trial_rwe,clinical_surveillance_2021
imipenem,p_aeruginosa,europe,2021,0.2862,0.20034,0.40068,clinical_trial_rwe,clinical_surveillance_2021
imipenem,p_aeruginosa,asia,2021,0.36569999999999997,0.25598999999999994,0.5119799999999999,clinical_trial_rwe,clinical_surveillance_2021
imipenem,p_aeruginosa,africa,2021,0.3975,0.27825,0.5565,clinical_trial_rwe,clinical_surveillance_2021
imipenem,p_aeruginosa,south_america,2021,0.34980000000000006,0.24486000000000002,0.48972000000000004,clinical_trial_rwe,clinical_surveillance_2021
imipenem,p_aeruginosa,oceania,2021,0.27984000000000003,0.195888,0.391776,clinical_trial_rwe,clinical_surveillance_2021
imipenem,p_aeruginosa,north_america,2022,0.27795000000000003,0.19456500000000002,0.38913000000000003,clinical_trial_rwe,clinical_surveillance_2022
imipenem,p_aeruginosa,europe,2022,0.29430000000000006,0.20601000000000003,0.41202000000000005,clinical_trial_rwe,clinical_surveillance_2022
imipenem,p_aeruginosa,asia,2022,0.37605,0.263235,0.52647,clinical_trial_rwe,clinical_surveillance_2022
imipenem,p_aeruginosa,africa,2022,0.40875000000000006,0.286125,0.57225,clinical_trial_rwe,clinical_surveillance_2022
imipenem,p_aeruginosa,south_america,2022,0.3597,0.25179,0.50358,clinical_trial_rwe,clinical_surveillance_2022
imipenem,p_aeruginosa,oceania,2022,0.28776,0.201432,0.402864,clinical_trial_rwe,clinical_surveillance_2022
imipenem,p_aeruginosa,north_america,2023,0.2856,0.19992000000000001,0.39984000000000003,clinical_trial_rwe,clinical_surveillance_2023
imipenem,p_aeruginosa,europe,2023,0.30240000000000006,0.21168000000000003,0.42336000000000007,clinical_trial_rwe,clinical_surveillance_2023
imipenem,p_aeruginosa,asia,2023,0.3864,0.27048,0.54096,clinical_trial_rwe,clinical_surveillance_2023
imipenem,p_aeruginosa,africa,2023,0.42000000000000004,0.294,0.588,clinical_trial_rwe,clinical_surveillance_2023
imipenem,p_aeruginosa,south_america,2023,0.36960000000000004,0.25872,0.51744,clinical_trial_rwe,clinical_surveillance_2023
imipenem,p_aeruginosa,oceania,2023,0.29568000000000005,0.20697600000000002,0.41395200000000004,clinical_trial_rwe,clinical_surveillance_2023
imipenem,p_aeruginosa,north_america,2024,0.29324999999999996,0.20527499999999996,0.4105499999999999,clinical_trial_rwe,clinical_surveillance_2024
imipenem,p_aeruginosa,europe,2024,0.3105,0.21735,0.4347,clinical_trial_rwe,clinical_surveillance_2024
imipenem,p_aeruginosa,asia,2024,0.39674999999999994,0.27772499999999994,0.5554499999999999,clinical_trial_rwe,clinical_surveillance_2024
imipenem,p_aeruginosa,africa,2024,0.43124999999999997,0.30187499999999995,0.6037499999999999,clinical_trial_rwe,clinical_surveillance_2024
imipenem,p_aeruginosa,south_america,2024,0.3795,0.26565,0.5313,clinical_trial_rwe,clinical_surveillance_2024
imipenem,p_aeruginosa,oceania,2024,0.3036,0.21252,0.42504,clinical_trial_rwe,clinical_surveillance_2024
imipenem,a_baumannii,north_america,2019,0.425,0.2975,0.595,clinical_trial_rwe,clinical_surveillance_2019
imipenem,a_baumannii,europe,2019,0.45,0.315,0.63,clinical_trial_rwe,clinical_surveillance_2019
imipenem,a_baumannii,asia,2019,0.575,0.40249999999999997,0.8049999999999999,clinical_trial_rwe,clinical_surveillance_2019
imipenem,a_baumannii,africa,2019,0.625,0.4375,0.875,clinical_trial_rwe,clinical_surveillance_2019
imipenem,a_baumannii,south_america,2019,0.55,0.385,0.77,clinical_trial_rwe,clinical_surveillance_2019
imipenem,a_baumannii,oceania,2019,0.44,0.308,0.616,clinical_trial_rwe,clinical_surveillance_2019
imipenem,a_baumannii,north_america,2020,0.43775,0.30642499999999995,0.6128499999999999,clinical_trial_rwe,clinical_surveillance_2020
