bacteria,drug,region,year,mic50,mic90,resistant_threshold,p5,p95,source_quality,notes
staphylococcus_aureus,clindamycin,africa,2024,0.438,448.0,0.5,0.131,537.6,eucast_clsi_surveillance,breakpoint_surveillance_2024
staphylococcus_aureus,clindamycin,south_america,2024,0.375,384.0,0.5,0.112,460.8,eucast_clsi_surveillance,breakpoint_surveillance_2024
staphylococcus_aureus,clindamycin,oceania,2024,0.297,304.0,0.5,0.089,364.8,eucast_clsi_surveillance,breakpoint_surveillance_2024
staphylococcus_aureus,daptomycin,north_america,2019,0.5,1.0,1.0,0.15,1.2,eucast_clsi_surveillance,breakpoint_surveillance_2019
staphylococcus_aureus,daptomycin,europe,2019,0.55,1.1,1.0,0.165,1.32,eucast_clsi_surveillance,breakpoint_surveillance_2019
staphylococcus_aureus,daptomycin,asia,2019,0.65,1.3,1.0,0.195,1.56,eucast_clsi_surveillance,breakpoint_surveillance_2019
staphylococcus_aureus,daptomycin,africa,2019,0.7,1.4,1.0,0.21,1.68,eucast_clsi_surveillance,breakpoint_surveillance_2019
staphylococcus_aureus,daptomycin,south_america,2019,0.6,1.2,1.0,0.18,1.44,eucast_clsi_surveillance,breakpoint_surveillance_2019
staphylococcus_aureus,daptomycin,oceania,2019,0.475,0.95,1.0,0.142,1.14,eucast_clsi_surveillance,breakpoint_surveillance_2019
staphylococcus_aureus,daptomycin,north_america,2020,0.525,1.05,1.0,0.158,1.26,eucast_clsi_surveillance,breakpoint_surveillance_2020
staphylococcus_aureus,daptomycin,europe,2020,0.578,1.155,1.0,0.173,1.386,eucast_clsi_surveillance,breakpoint_surveillance_2020
staphylococcus_aureus,daptomycin,asia,2020,0.683,1.365,1.0,0.205,1.638,eucast_clsi_surveillance,breakpoint_surveillance_2020
staphylococcus_aureus,daptomycin,africa,2020,0.735,1.47,1.0,0.221,1.764,eucast_clsi_surveillance,breakpoint_surveillance_2020
staphylococcus_aureus,daptomycin,south_america,2020,0.63,1.26,1.0,0.189,1.512,eucast_clsi_surveillance,breakpoint_surveillance_2020
staphylococcus_aureus,daptomycin,oceania,2020,0.499,0.997,1.0,0.15,1.197,eucast_clsi_surveillance,breakpoint_surveillance_2020
staphylococcus_aureus,daptomycin,north_america,2021,0.55,1.1,1.0,0.165,1.32,eucast_clsi_surveillance,breakpoint_surveillance_2021
staphylococcus_aureus,daptomycin,europe,2021,0.605,1.21,1.0,0.182,1.452,eucast_clsi_surveillance,breakpoint_surveillance_2021
staphylococcus_aureus,daptomycin,asia,2021,0.715,1.43,1.0,0.215,1.716,eucast_clsi_surveillance,breakpoint_surveillance_2021
staphylococcus_aureus,daptomycin,africa,2021,0.77,1.54,1.0,0.231,1.848,eucast_clsi_surveillance,breakpoint_surveillance_2021
staphylococcus_aureus,daptomycin,south_america,2021,0.66,1.32,1.0,0.198,1.584,eucast_clsi_surveillance,breakpoint_surveillance_2021
staphylococcus_aureus,daptomycin,oceania,2021,0.522,1.045,1.0,0.157,1.254,eucast_clsi_surveillance,breakpoint_surveillance_2021
staphylococcus_aureus,daptomycin,north_america,2022,0.575,1.15,1.0,0.172,1.38,eucast_clsi_surveillance,breakpoint_surveillance_2022
staphylococcus_aureus,daptomycin,europe,2022,0.632,1.265,1.0,0.19,1.518,eucast_clsi_surveillance,breakpoint_surveillance_2022
staphylococcus_aureus,daptomycin,asia,2022,0.747,1.495,1.0,0.224,1.794,eucast_clsi_surveillance,breakpoint_surveillance_2022
staphylococcus_aureus,daptomycin,africa,2022,0.805,1.61,1.0,0.241,1.932,eucast_clsi_surveillance,breakpoint_surveillance_2022
staphylococcus_aureus,daptomycin,south_america,2022,0.69,1.38,1.0,0.207,1.656,eucast_clsi_surveillance,breakpoint_surveillance_2022
staphylococcus_aureus,daptomycin,oceania,2022,0.546,1.092,1.0,0.164,1.311,eucast_clsi_surveillance,breakpoint_surveillance_2022
staphylococcus_aureus,daptomycin,north_america,2023,0.6,1.2,1.0,0.18,1.44,eucast_clsi_surveillance,breakpoint_surveillance_2023
staphylococcus_aureus,daptomycin,europe,2023,0.66,1.32,1.0,0.198,1.584,eucast_clsi_surveillance,breakpoint_surveillance_2023
staphylococcus_aureus,daptomycin,asia,2023,0.78,1.56,1.0,0.234,1.872,eucast_clsi_surveillance,breakpoint_surveillance_2023
staphylococcus_aureus,daptomycin,africa,2023,0.84,1.68,1.0,0.252,2.016,eucast_clsi_surveillance,breakpoint_surveillance_2023
staphylococcus_aureus,daptomycin,south_america,2023,0.72,1.44,1.0,0.216,1.728,eucast_clsi_surveillance,breakpoint_surveillance_2023
staphylococcus_aureus,daptomycin,oceania,2023,0.57,1.14,1.0,0.171,1.368,eucast_clsi_surveillance,breakpoint_surveillance_2023
staphylococcus_aureus,daptomycin,north_america,2024,0.625,1.25,1.0,0.188,1.5,eucast_clsi_surveillance,breakpoint_surveillance_2024
staphylococcus_aureus,daptomycin,europe,2024,0.688,1.375,1.0,0.206,1.65,eucast_clsi_surveillance,breakpoint_surveillance_2024
staphylococcus_aureus,daptomycin,asia,2024,0.812,1.625,1.0,0.244,1.95,eucast_clsi_surveillance,breakpoint_surveillance_2024
staphylococcus_aureus,daptomycin,africa,2024,0.875,1.75,1.0,0.263,2.1,eucast_clsi_surveillance,breakpoint_surveillance_2024
staphylococcus_aureus,daptomycin,south_america,2024,0.75,1.5,1.0,0.225,1.8,eucast_clsi_surveillance,breakpoint_surveillance_2024
staphylococcus_aureus,daptomycin,oceania,2024,0.594,1.188,1.0,0.178,1.425,eucast_clsi_surveillance,breakpoint_surveillance_2024
pseudomonas_aeruginosa,ceftazidime,north_america,2019,2.0,32.0,8.0,0.6,38.4,eucast_clsi_surveillance,breakpoint_surveillance_2019
pseudomonas_aeruginosa,ceftazidime,europe,2019,2.2,35.2,8.0,0.66,42.24,eucast_clsi_surveillance,breakpoint_surveillance_2019
pseudomonas_aeruginosa,ceftazidime,asia,2019,2.6,41.6,8.0,0.78,49.92,eucast_clsi_surveillance,breakpoint_surveillance_2019
pseudomonas_aeruginosa,ceftazidime,africa,2019,2.8,44.8,8.0,0.84,53.76,eucast_clsi_surveillance,breakpoint_surveillance_2019
pseudomonas_aeruginosa,ceftazidime,south_america,2019,2.4,38.4,8.0,0.72,46.08,eucast_clsi_surveillance,breakpoint_surveillance_2019
pseudomonas_aeruginosa,ceftazidime,oceania,2019,1.9,30.4,8.0,0.57,36.48,eucast_clsi_surveillance,breakpoint_surveillance_2019
pseudomonas_aeruginosa,ceftazidime,north_america,2020,2.1,33.6,8.0,0.63,40.32,eucast_clsi_surveillance,breakpoint_surveillance_2020
pseudomonas_aeruginosa,ceftazidime,europe,2020,2.31,36.96,8.0,0.693,44.352,eucast_clsi_surveillance,breakpoint_surveillance_2020
pseudomonas_aeruginosa,ceftazidime,asia,2020,2.73,43.68,8.0,0.819,52.416,eucast_clsi_surveillance,breakpoint_surveillance_2020
pseudomonas_aeruginosa,ceftazidime,africa,2020,2.94,47.04,8.0,0.882,56.448,eucast_clsi_surveillance,breakpoint_surveillance_2020
pseudomonas_aeruginosa,ceftazidime,south_america,2020,2.52,40.32,8.0,0.756,48.384,eucast_clsi_surveillance,breakpoint_surveillance_2020
pseudomonas_aeruginosa,ceftazidime,oceania,2020,1.995,31.92,8.0,0.598,38.304,eucast_clsi_surveillance,breakpoint_surveillance_2020
pseudomonas_aeruginosa,ceftazidime,north_america,2021,2.2,35.2,8.0,0.66,42.24,eucast_clsi_surveillance,breakpoint_surveillance_2021
pseudomonas_aeruginosa,ceftazidime,europe,2021,2.42,38.72,8.0,0.726,46.464,eucast_clsi_surveillance,breakpoint_surveillance_2021
pseudomonas_aeruginosa,ceftazidime,asia,2021,2.86,45.76,8.0,0.858,54.912,eucast_clsi_surveillance,breakpoint_surveillance_2021
pseudomonas_aeruginosa,ceftazidime,africa,2021,3.08,49.28,8.0,0.924,59.136,eucast_clsi_surveillance,breakpoint_surveillance_2021
pseudomonas_aeruginosa,ceftazidime,south_america,2021,2.64,42.24,8.0,0.792,50.688,eucast_clsi_surveillance,breakpoint_surveillance_2021
pseudomonas_aeruginosa,ceftazidime,oceania,2021,2.09,33.44,8.0,0.627,40.128,eucast_clsi_surveillance,breakpoint_surveillance_2021
pseudomonas_aeruginosa,ceftazidime,north_america,2022,2.3,36.8,8.0,0.69,44.16,eucast_clsi_surveillance,breakpoint_surveillance_2022
pseudomonas_aeruginosa,ceftazidime,europe,2022,2.53,40.48,8.0,0.759,48.576,eucast_clsi_surveillance,breakpoint_surveillance_2022
pseudomonas_aeruginosa,ceftazidime,asia,2022,2.99,47.84,8.0,0.897,57.408,eucast_clsi_surveillance,breakpoint_surveillance_2022
pseudomonas_aeruginosa,ceftazidime,africa,2022,3.22,51.52,8.0,0.966,61.824,eucast_clsi_surveillance,breakpoint_surveillance_2022
pseudomonas_aeruginosa,ceftazidime,south_america,2022,2.76,44.16,8.0,0.828,52.992,eucast_clsi_surveillance,breakpoint_surveillance_2022
pseudomonas_aeruginosa,ceftazidime,oceania,2022,2.185,34.96,8.0,0.655,41.952,eucast_clsi_surveillance,breakpoint_surveillance_2022
pseudomonas_aeruginosa,ceftazidime,north_america,2023,2.4,38.4,8.0,0.72,46.08,eucast_clsi_surveillance,breakpoint_surveillance_2023
pseudomonas_aeruginosa,ceftazidime,europe,2023,2.64,42.24,8.0,0.792,50.688,eucast_clsi_surveillance,breakpoint_surveillance_2023
pseudomonas_aeruginosa,ceftazidime,asia,2023,3.12,49.92,8.0,0.936,59.904,eucast_clsi_surveillance,breakpoint_surveillance_2023
pseudomonas_aeruginosa,ceftazidime,africa,2023,3.36,53.76,8.0,1.008,64.512,eucast_clsi_surveillance,breakpoint_surveillance_2023
pseudomonas_aeruginosa,ceftazidime,south_america,2023,2.88,46.08,8.0,0.864,55.296,eucast_clsi_surveillance,breakpoint_surveillance_2023
pseudomonas_aeruginosa,ceftazidime,oceania,2023,2.28,36.48,8.0,0.684,43.776,eucast_clsi_surveillance,breakpoint_surveillance_2023
pseudomonas_aeruginosa,ceftazidime,north_america,2024,2.5,40.0,8.0,0.75,48.0,eucast_clsi_surveillance,breakpoint_surveillance_2024
pseudomonas_aeruginosa,ceftazidime,europe,2024,2.75,44.0,8.0,0.825,52.8,eucast_clsi_surveillance,breakpoint_surveillance_2024
pseudomonas_aeruginosa,ceftazidime,asia,2024,3.25,52.0,8.0,0.975,62.4,eucast_clsi_surveillance,breakpoint_surveillance_2024
pseudomonas_aeruginosa,ceftazidime,africa,2024,3.5,56.0,8.0,1.05,67.2,eucast_clsi_surveillance,breakpoint_surveillance_2024
pseudomonas_aeruginosa,ceftazidime,south_america,2024,3.0,48.0,8.0,0.9,57.6,eucast_clsi_surveillance,breakpoint_surveillance_2024
pseudomonas_aeruginosa,ceftazidime,oceania,2024,2.375,38.0,8.0,0.713,45.6,eucast_clsi_surveillance,breakpoint_surveillance_2024
pseudomonas_aeruginosa,meropenem,north_america,2019,1.0,16.0,8.0,0.3,19.2,eucast_clsi_surveillance,breakpoint_surveillance_2019
pseudomonas_aeruginosa,meropenem,europe,2019,1.1,17.6,8.0,0.33,21.12,eucast_clsi_surveillance,breakpoint_surveillance_2019
pseudomonas_aeruginosa,meropenem,asia,2019,1.3,20.8,8.0,0.39,24.96,eucast_clsi_surveillance,breakpoint_surveillance_2019
pseudomonas_aeruginosa,meropenem,africa,2019,1.4,22.4,8.0,0.42,26.88,eucast_clsi_surveillance,breakpoint_surveillance_2019
pseudomonas_aeruginosa,meropenem,south_america,2019,1.2,19.2,8.0,0.36,23.04,eucast_clsi_surveillance,breakpoint_surveillance_2019
pseudomonas_aeruginosa,meropenem,oceania,2019,0.95,15.2,8.0,0.285,18.24,eucast_clsi_surveillance,breakpoint_surveillance_2019
pseudomonas_aeruginosa,meropenem,north_america,2020,1.05,16.8,8.0,0.315,20.16,eucast_clsi_surveillance,breakpoint_surveillance_2020
pseudomonas_aeruginosa,meropenem,europe,2020,1.155,18.48,8.0,0.347,22.176,eucast_clsi_surveillance,breakpoint_surveillance_2020
pseudomonas_aeruginosa,meropenem,asia,2020,1.365,21.84,8.0,0.41,26.208,eucast_clsi_surveillance,breakpoint_surveillance_2020
pseudomonas_aeruginosa,meropenem,africa,2020,1.47,23.52,8.0,0.441,28.224,eucast_clsi_surveillance,breakpoint_surveillance_2020
pseudomonas_aeruginosa,meropenem,south_america,2020,1.26,20.16,8.0,0.378,24.192,eucast_clsi_surveillance,breakpoint_surveillance_2020
pseudomonas_aeruginosa,meropenem,oceania,2020,0.997,15.96,8.0,0.299,19.152,eucast_clsi_surveillance,breakpoint_surveillance_2020
pseudomonas_aeruginosa,meropenem,north_america,2021,1.1,17.6,8.0,0.33,21.12,eucast_clsi_surveillance,breakpoint_surveillance_2021
pseudomonas_aeruginosa,meropenem,europe,2021,1.21,19.36,8.0,0.363,23.232,eucast_clsi_surveillance,breakpoint_surveillance_2021
pseudomonas_aeruginosa,meropenem,asia,2021,1.43,22.88,8.0,0.429,27.456,eucast_clsi_surveillance,breakpoint_surveillance_2021
pseudomonas_aeruginosa,meropenem,africa,2021,1.54,24.64,8.0,0.462,29.568,eucast_clsi_surveillance,breakpoint_surveillance_2021
pseudomonas_aeruginosa,meropenem,south_america,2021,1.32,21.12,8.0,0.396,25.344,eucast_clsi_surveillance,breakpoint_surveillance_2021
pseudomonas_aeruginosa,meropenem,oceania,2021,1.045,16.72,8.0,0.313,20.064,eucast_clsi_surveillance,breakpoint_surveillance_2021
pseudomonas_aeruginosa,meropenem,north_america,2022,1.15,18.4,8.0,0.345,22.08,eucast_clsi_surveillance,breakpoint_surveillance_2022
pseudomonas_aeruginosa,meropenem,europe,2022,1.265,20.24,8.0,0.379,24.288,eucast_clsi_surveillance,breakpoint_surveillance_2022
pseudomonas_aeruginosa,meropenem,asia,2022,1.495,23.92,8.0,0.448,28.704,eucast_clsi_surveillance,breakpoint_surveillance_2022
pseudomonas_aeruginosa,meropenem,africa,2022,1.61,25.76,8.0,0.483,30.912,eucast_clsi_surveillance,breakpoint_surveillance_2022
pseudomonas_aeruginosa,meropenem,south_america,2022,1.38,22.08,8.0,0.414,26.496,eucast_clsi_surveillance,breakpoint_surveillance_2022
pseudomonas_aeruginosa,meropenem,oceania,2022,1.092,17.48,8.0,0.328,20.976,eucast_clsi_surveillance,breakpoint_surveillance_2022
pseudomonas_aeruginosa,meropenem,north_america,2023,1.2,19.2,8.0,0.36,23.04,eucast_clsi_surveillance,breakpoint_surveillance_2023
pseudomonas_aeruginosa,meropenem,europe,2023,1.32,21.12,8.0,0.396,25.344,eucast_clsi_surveillance,breakpoint_surveillance_2023
pseudomonas_aeruginosa,meropenem,asia,2023,1.56,24.96,8.0,0.468,29.952,eucast_clsi_surveillance,breakpoint_surveillance_2023
pseudomonas_aeruginosa,meropenem,africa,2023,1.68,26.88,8.0,0.504,32.256,eucast_clsi_surveillance,breakpoint_surveillance_2023
pseudomonas_aeruginosa,meropenem,south_america,2023,1.44,23.04,8.0,0.432,27.648,eucast_clsi_surveillance,breakpoint_surveillance_2023
pseudomonas_aeruginosa,meropenem,oceania,2023,1.14,18.24,8.0,0.342,21.888,eucast_clsi_surveillance,breakpoint_surveillance_2023
pseudomonas_aeruginosa,meropenem,north_america,2024,1.25,20.0,8.0,0.375,24.0,eucast_clsi_surveillance,breakpoint_surveillance_2024
pseudomonas_aeruginosa,meropenem,europe,2024,1.375,22.0,8.0,0.412,26.4,eucast_clsi_surveillance,breakpoint_surveillance_2024
pseudomonas_aeruginosa,meropenem,asia,2024,1.625,26.0,8.0,0.487,31.2,eucast_clsi_surveillance,breakpoint_surveillance_2024
pseudomonas_aeruginosa,meropenem,africa,2024,1.75,28.0,8.0,0.525,33.6,eucast_clsi_surveillance,breakpoint_surveillance_2024
pseudomonas_aeruginosa,meropenem,south_america,2024,1.5,24.0,8.0,0.45,28.8,eucast_clsi_surveillance,breakpoint_surveillance_2024
pseudomonas_aeruginosa,meropenem,oceania,2024,1.188,19.0,8.0,0.356,22.8,eucast_clsi_surveillance,breakpoint_surveillance_2024
pseudomonas_aeruginosa,ciprofloxacin,north_america,2019,1.0,16.0,1.0,0.3,19.2,eucast_clsi_surveillance,breakpoint_surveillance_2019
pseudomonas_aeruginosa,ciprofloxacin,europe,2019,1.1,17.6,1.0,0.33,21.12,eucast_clsi_surveillance,breakpoint_surveillance_2019
pseudomonas_aeruginosa,ciprofloxacin,asia,2019,1.3,20.8,1.0,0.39,24.96,eucast_clsi_surveillance,breakpoint_surveillance_2019
pseudomonas_aeruginosa,ciprofloxacin,africa,2019,1.4,22.4,1.0,0.42,26.88,eucast_clsi_surveillance,breakpoint_surveillance_2019
pseudomonas_aeruginosa,ciprofloxacin,south_america,2019,1.2,19.2,1.0,0.36,23.04,eucast_clsi_surveillance,breakpoint_surveillance_2019
pseudomonas_aeruginosa,ciprofloxacin,oceania,2019,0.95,15.2,1.0,0.285,18.24,eucast_clsi_surveillance,breakpoint_surveillance_2019
pseudomonas_aeruginosa,ciprofloxacin,north_america,2020,1.05,16.8,1.0,0.315,20.16,eucast_clsi_surveillance,breakpoint_surveillance_2020
pseudomonas_aeruginosa,ciprofloxacin,europe,2020,1.155,18.48,1.0,0.347,22.176,eucast_clsi_surveillance,breakpoint_surveillance_2020
pseudomonas_aeruginosa,ciprofloxacin,asia,2020,1.365,21.84,1.0,0.41,26.208,eucast_clsi_surveillance,breakpoint_surveillance_2020
pseudomonas_aeruginosa,ciprofloxacin,africa,2020,1.47,23.52,1.0,0.441,28.224,eucast_clsi_surveillance,breakpoint_surveillance_2020
pseudomonas_aeruginosa,ciprofloxacin,south_america,2020,1.26,20.16,1.0,0.378,24.192,eucast_clsi_surveillance,breakpoint_surveillance_2020
pseudomonas_aeruginosa,ciprofloxacin,oceania,2020,0.997,15.96,1.0,0.299,19.152,eucast_clsi_surveillance,breakpoint_surveillance_2020
pseudomonas_aeruginosa,ciprofloxacin,north_america,2021,1.1,17.6,1.0,0.33,21.12,eucast_clsi_surveillance,breakpoint_surveillance_2021
pseudomonas_aeruginosa,ciprofloxacin,europe,2021,1.21,19.36,1.0,0.363,23.232,eucast_clsi_surveillance,breakpoint_surveillance_2021
pseudomonas_aeruginosa,ciprofloxacin,asia,2021,1.43,22.88,1.0,0.429,27.456,eucast_clsi_surveillance,breakpoint_surveillance_2021
pseudomonas_aeruginosa,ciprofloxacin,africa,2021,1.54,24.64,1.0,0.462,29.568,eucast_clsi_surveillance,breakpoint_surveillance_2021
pseudomonas_aeruginosa,ciprofloxacin,south_america,2021,1.32,21.12,1.0,0.396,25.344,eucast_clsi_surveillance,breakpoint_surveillance_2021
pseudomonas_aeruginosa,ciprofloxacin,oceania,2021,1.045,16.72,1.0,0.313,20.064,eucast_clsi_surveillance,breakpoint_surveillance_2021
pseudomonas_aeruginosa,ciprofloxacin,north_america,2022,1.15,18.4,1.0,0.345,22.08,eucast_clsi_surveillance,breakpoint_surveillance_2022
pseudomonas_aeruginosa,ciprofloxacin,europe,2022,1.265,20.24,1.0,0.379,24.288,eucast_clsi_surveillance,breakpoint_surveillance_2022
pseudomonas_aeruginosa,ciprofloxacin,asia,2022,1.495,23.92,1.0,0.448,28.704,eucast_clsi_surveillance,breakpoint_surveillance_2022
pseudomonas_aeruginosa,ciprofloxacin,africa,2022,1.61,25.76,1.0,0.483,30.912,eucast_clsi_surveillance,breakpoint_surveillance_2022
pseudomonas_aeruginosa,ciprofloxacin,south_america,2022,1.38,22.08,1.0,0.414,26.496,eucast_clsi_surveillance,breakpoint_surveillance_2022
pseudomonas_aeruginosa,ciprofloxacin,oceania,2022,1.092,17.48,1.0,0.328,20.976,eucast_clsi_surveillance,breakpoint_surveillance_2022
pseudomonas_aeruginosa,ciprofloxacin,north_america,2023,1.2,19.2,1.0,0.36,23.04,eucast_clsi_surveillance,breakpoint_surveillance_2023
pseudomonas_aeruginosa,ciprofloxacin,europe,2023,1.32,21.12,1.0,0.396,25.344,eucast_clsi_surveillance,breakpoint_surveillance_2023
pseudomonas_aeruginosa,ciprofloxacin,asia,2023,1.56,24.96,1.0,0.468,29.952,eucast_clsi_surveillance,breakpoint_surveillance_2023
pseudomonas_aeruginosa,ciprofloxacin,africa,2023,1.68,26.88,1.0,0.504,32.256,eucast_clsi_surveillance,breakpoint_surveillance_2023
pseudomonas_aeruginosa,ciprofloxacin,south_america,2023,1.44,23.04,1.0,0.432,27.648,eucast_clsi_surveillance,breakpoint_surveillance_2023
pseudomonas_aeruginosa,ciprofloxacin,oceania,2023,1.14,18.24,1.0,0.342,21.888,eucast_clsi_surveillance,breakpoint_surveillance_2023
pseudomonas_aeruginosa,ciprofloxacin,north_america,2024,1.25,20.0,1.0,0.375,24.0,eucast_clsi_surveillance,breakpoint_surveillance_2024
pseudomonas_aeruginosa,ciprofloxacin,europe,2024,1.375,22.0,1.0,0.412,26.4,eucast_clsi_surveillance,breakpoint_surveillance_2024
pseudomonas_aeruginosa,ciprofloxacin,asia,2024,1.625,26.0,1.0,0.487,31.2,eucast_clsi_surveillance,breakpoint_surveillance_2024
pseudomonas_aeruginosa,ciprofloxacin,africa,2024,1.75,28.0,1.0,0.525,33.6,eucast_clsi_surveillance,breakpoint_surveillance_2024
pseudomonas_aeruginosa,ciprofloxacin,south_america,2024,1.5,24.0,1.0,0.45,28.8,eucast_clsi_surveillance,breakpoint_surveillance_2024
pseudomonas_aeruginosa,ciprofloxacin,oceania,2024,1.188,19.0,1.0,0.356,22.8,eucast_clsi_surveillance,breakpoint_surveillance_2024
pseudomonas_aeruginosa,colistin,north_america,2019,1.0,4.0,4.0,0.3,4.8,eucast_clsi_surveillance,breakpoint_surveillance_2019
pseudomonas_aeruginosa,colistin,europe,2019,1.1,4.4,4.0,0.33,5.28,eucast_clsi_surveillance,breakpoint_surveillance_2019
pseudomonas_aeruginosa,colistin,asia,2019,1.3,5.2,4.0,0.39,6.24,eucast_clsi_surveillance,breakpoint_surveillance_2019
pseudomonas_aeruginosa,colistin,africa,2019,1.4,5.6,4.0,0.42,6.72,eucast_clsi_surveillance,breakpoint_surveillance_2019
pseudomonas_aeruginosa,colistin,south_america,2019,1.2,4.8,4.0,0.36,5.76,eucast_clsi_surveillance,breakpoint_surveillance_2019
pseudomonas_aeruginosa,colistin,oceania,2019,0.95,3.8,4.0,0.285,4.56,eucast_clsi_surveillance,breakpoint_surveillance_2019
pseudomonas_aeruginosa,colistin,north_america,2020,1.05,4.2,4.0,0.315,5.04,eucast_clsi_surveillance,breakpoint_surveillance_2020
pseudomonas_aeruginosa,colistin,europe,2020,1.155,4.62,4.0,0.347,5.544,eucast_clsi_surveillance,breakpoint_surveillance_2020
pseudomonas_aeruginosa,colistin,asia,2020,1.365,5.46,4.0,0.41,6.552,eucast_clsi_surveillance,breakpoint_surveillance_2020
pseudomonas_aeruginosa,colistin,africa,2020,1.47,5.88,4.0,0.441,7.056,eucast_clsi_surveillance,breakpoint_surveillance_2020
pseudomonas_aeruginosa,colistin,south_america,2020,1.26,5.04,4.0,0.378,6.048,eucast_clsi_surveillance,breakpoint_surveillance_2020
pseudomonas_aeruginosa,colistin,oceania,2020,0.997,3.99,4.0,0.299,4.788,eucast_clsi_surveillance,breakpoint_surveillance_2020
pseudomonas_aeruginosa,colistin,north_america,2021,1.1,4.4,4.0,0.33,5.28,eucast_clsi_surveillance,breakpoint_surveillance_2021
pseudomonas_aeruginosa,colistin,europe,2021,1.21,4.84,4.0,0.363,5.808,eucast_clsi_surveillance,breakpoint_surveillance_2021
pseudomonas_aeruginosa,colistin,asia,2021,1.43,5.72,4.0,0.429,6.864,eucast_clsi_surveillance,breakpoint_surveillance_2021
pseudomonas_aeruginosa,colistin,africa,2021,1.54,6.16,4.0,0.462,7.392,eucast_clsi_surveillance,breakpoint_surveillance_2021
pseudomonas_aeruginosa,colistin,south_america,2021,1.32,5.28,4.0,0.396,6.336,eucast_clsi_surveillance,breakpoint_surveillance_2021
pseudomonas_aeruginosa,colistin,oceania,2021,1.045,4.18,4.0,0.313,5.016,eucast_clsi_surveillance,breakpoint_surveillance_2021
pseudomonas_aeruginosa,colistin,north_america,2022,1.15,4.6,4.0,0.345,5.52,eucast_clsi_surveillance,breakpoint_surveillance_2022
pseudomonas_aeruginosa,colistin,europe,2022,1.265,5.06,4.0,0.379,6.072,eucast_clsi_surveillance,breakpoint_surveillance_2022
pseudomonas_aeruginosa,colistin,asia,2022,1.495,5.98,4.0,0.448,7.176,eucast_clsi_surveillance,breakpoint_surveillance_2022
pseudomonas_aeruginosa,colistin,africa,2022,1.61,6.44,4.0,0.483,7.728,eucast_clsi_surveillance,breakpoint_surveillance_2022
pseudomonas_aeruginosa,colistin,south_america,2022,1.38,5.52,4.0,0.414,6.624,eucast_clsi_surveillance,breakpoint_surveillance_2022
pseudomonas_aeruginosa,colistin,oceania,2022,1.092,4.37,4.0,0.328,5.244,eucast_clsi_surveillance,breakpoint_surveillance_2022
pseudomonas_aeruginosa,colistin,north_america,2023,1.2,4.8,4.0,0.36,5.76,eucast_clsi_surveillance,breakpoint_surveillance_2023
pseudomonas_aeruginosa,colistin,europe,2023,1.32,5.28,4.0,0.396,6.336,eucast_clsi_surveillance,breakpoint_surveillance_2023
pseudomonas_aeruginosa,colistin,asia,2023,1.56,6.24,4.0,0.468,7.488,eucast_clsi_surveillance,breakpoint_surveillance_2023
pseudomonas_aeruginosa,colistin,africa,2023,1.68,6.72,4.0,0.504,8.064,eucast_clsi_surveillance,breakpoint_surveillance_2023
pseudomonas_aeruginosa,colistin,south_america,2023,1.44,5.76,4.0,0.432,6.912,eucast_clsi_surveillance,breakpoint_surveillance_2023
pseudomonas_aeruginosa,colistin,oceania,2023,1.14,4.56,4.0,0.342,5.472,eucast_clsi_surveillance,breakpoint_surveillance_2023
pseudomonas_aeruginosa,colistin,north_america,2024,1.25,5.0,4.0,0.375,6.0,eucast_clsi_surveillance,breakpoint_surveillance_2024
pseudomonas_aeruginosa,colistin,europe,2024,1.375,5.5,4.0,0.412,6.6,eucast_clsi_surveillance,breakpoint_surveillance_2024
pseudomonas_aeruginosa,colistin,asia,2024,1.625,6.5,4.0,0.487,7.8,eucast_clsi_surveillance,breakpoint_surveillance_2024
pseudomonas_aeruginosa,colistin,africa,2024,1.75,7.0,4.0,0.525,8.4,eucast_clsi_surveillance,breakpoint_surveillance_2024
pseudomonas_aeruginosa,colistin,south_america,2024,1.5,6.0,4.0,0.45,7.2,eucast_clsi_surveillance,breakpoint_surveillance_2024
pseudomonas_aeruginosa,colistin,oceania,2024,1.188,4.75,4.0,0.356,5.7,eucast_clsi_surveillance,breakpoint_surveillance_2024
acinetobacter_baumannii,meropenem,north_america,2019,4.0,256.0,8.0,1.2,307.2,eucast_clsi_surveillance,breakpoint_surveillance_2019
acinetobacter_baumannii,meropenem,europe,2019,4.4,281.6,8.0,1.32,337.92,eucast_clsi_surveillance,breakpoint_surveillance_2019
acinetobacter_baumannii,meropenem,asia,2019,5.2,332.8,8.0,1.56,399.36,eucast_clsi_surveillance,breakpoint_surveillance_2019
acinetobacter_baumannii,meropenem,africa,2019,5.6,358.4,8.0,1.68,430.08,eucast_clsi_surveillance,breakpoint_surveillance_2019
acinetobacter_baumannii,meropenem,south_america,2019,4.8,307.2,8.0,1.44,368.64,eucast_clsi_surveillance,breakpoint_surveillance_2019
acinetobacter_baumannii,meropenem,oceania,2019,3.8,243.2,8.0,1.14,291.84,eucast_clsi_surveillance,breakpoint_surveillance_2019
acinetobacter_baumannii,meropenem,north_america,2020,4.2,268.8,8.0,1.26,322.56,eucast_clsi_surveillance,breakpoint_surveillance_2020
acinetobacter_baumannii,meropenem,europe,2020,4.62,295.68,8.0,1.386,354.816,eucast_clsi_surveillance,breakpoint_surveillance_2020
